,0,1,2,3
4867,FBtr0079929,FBtr0071900,FBtr0087560,FBtr0073655
4868,FBtr0073956,FBtr0301041,FBtr0077324,FBtr0088425
4869,FBtr0082372,FBtr0089771,FBtr0087579,FBtr0083436
4870,FBtr0306295,FBtr0070438,FBtr0330343,FBtr0072115
4871,FBtr0303407,FBtr0073828,FBtr0085911,FBtr0076610
4872,FBtr0113070,FBtr0078684,FBtr0074060,FBtr0072083
4873,FBtr0081749,FBtr0300350,FBtr0072625,FBtr0079332
4874,FBtr0076841,FBtr0300439,FBtr0077605,FBtr0334727
4875,FBtr0077269,FBtr0080265,FBtr0071230,FBtr0074894
4876,FBtr0089257,FBtr0083751,FBtr0072663,FBtr0070652
4877,FBtr0070234,FBtr0078354,FBtr0070657,FBtr0082695
4878,FBtr0081072,FBtr0073377,FBtr0073974,FBtr0084816
4879,FBtr0088541,FBtr0072504,FBtr0087487,FBtr0089002
4880,FBtr0346803,FBtr0078310,FBtr0114111,FBtr0086533
4881,FBtr0472921,FBtr0084546,FBtr0084812,FBtr0083213
4882,FBtr0077462,FBtr0072568,FBtr0072411,FBtr0075055
4883,FBtr0112510,FBtr0346921,FBtr0074202,FBtr0074349
4884,FBtr0347287,FBtr0081187,FBtr0083428,FBtr0331303
4885,FBtr0088061,FBtr0074236,FBtr0073516,FBtr0080367
4886,FBtr0072866,FBtr0347110,FBtr0081412,FBtr0113581
4887,FBtr0110850,FBtr0084510,FBtr0084476,FBtr0332601
4888,FBtr0071234,FBtr0070600,FBtr0085296,FBtr0085713
4889,FBtr0071880,FBtr0111298,FBtr0088024,FBtr0113580
4890,FBtr0344055,FBtr0080771,FBtr0073731,FBtr0072924
4891,FBtr0076028,FBtr0344657,FBtr0301271,FBtr0082112
4892,FBtr0073105,FBtr0346920,FBtr0346791,FBtr0071481
4893,FBtr0077911,FBtr0100501,FBtr0075751,FBtr0089395
4894,FBtr0079146,FBtr0081143,FBtr0070296,FBtr0073693
4895,FBtr0088827,FBtr0071228,FBtr0091892,FBtr0303106
4896,FBtr0344331,FBtr0079078,FBtr0070421,FBtr0075968
4897,FBtr0309287,FBtr0074297,FBtr0340719,FBtr0300199
4898,FBtr0087355,FBtr0078471,FBtr0080307,FBtr0078008
4899,FBtr0339739,FBtr0073847,FBtr0081130,FBtr0305613
4900,FBtr0083225,FBtr0086240,FBtr0087417,FBtr0087987
4901,FBtr0087721,FBtr0080115,FBtr0091912,FBtr0113584
4902,FBtr0100001,FBtr0070644,FBtr0113514,FBtr0100020
4903,FBtr0079130,FBtr0080468,FBtr0073406,FBtr0336742
4904,FBtr0112379,FBtr0081606,FBtr0091910,FBtr0081478
4905,FBtr0077731,FBtr0342625,FBtr0091904,FBtr0075278
4906,FBtr0082329,FBtr0339231,FBtr0087449,FBtr0085351
4907,FBtr0080892,FBtr0082364,FBtr0087714,FBtr0081051
4908,FBtr0076770,FBtr0347383,FBtr0079535,FBtr0303198
4909,FBtr0078880,FBtr0086693,FBtr0078436,FBtr0100131
4910,FBtr0273273,FBtr0084632,FBtr0091890,FBtr0087354
4911,FBtr0077451,FBtr0082017,FBtr0078790,FBtr0071096
4912,FBtr0085255,FBtr0079545,FBtr0074742,FBtr0086605
4913,FBtr0070921,FBtr0086145,FBtr0072427,FBtr0299868
4914,FBtr0081276,FBtr0080671,FBtr0091888,FBtr0082297
4915,FBtr0345157,FBtr0078210,FBtr0332010,FBtr0072488
4916,FBtr0299564,FBtr0300297,FBtr0075123,FBtr0080929
4917,FBtr0085268,FBtr0113191,FBtr0072729,FBtr0113529
4918,FBtr0078263,FBtr0071870,FBtr0091884,FBtr0079864
4919,FBtr0346246,FBtr0080052,FBtr0345659,FBtr0086522
4920,FBtr0302233,FBtr0084462,FBtr0079342,FBtr0080055
4921,FBtr0071153,FBtr0073986,FBtr0091882,FBtr0334466
4922,FBtr0077479,FBtr0085359,FBtr0074785,FBtr0114357
4923,FBtr0078740,FBtr0070820,FBtr0089259,FBtr0346892
4924,FBtr0076936,FBtr0075075,FBtr0091874,FBtr0071332
4925,FBtr0082531,FBtr0300651,FBtr0333244,FBtr0302398
4926,FBtr0072147,FBtr0334727,FBtr0112691,FBtr0303293
4927,FBtr0086693,FBtr0080436,FBtr0076748,FBtr0300664
4928,FBtr0075190,FBtr0091779,FBtr0081135,FBtr0343863
4929,FBtr0076872,FBtr0306316,FBtr0082259,FBtr0083532
4930,FBtr0072810,FBtr0347426,FBtr0071339,FBtr0072889
4931,FBtr0336463,FBtr0088008,FBtr0081815,FBtr0073807
4932,FBtr0077827,FBtr0082600,FBtr0077825,FBtr0085268
4933,FBtr0073558,FBtr0079072,FBtr0087929,FBtr0086918
4934,FBtr0075054,FBtr0074475,FBtr0081178,FBtr0305495
4935,FBtr0072778,FBtr0084458,FBtr0086910,FBtr0087259
4936,FBtr0088013,FBtr0301052,FBtr0082586,FBtr0070120
4937,FBtr0081948,FBtr0084751,FBtr0082291,FBtr0085810
4938,FBtr0081601,FBtr0075495,FBtr0081429,FBtr0086921
4939,FBtr0075285,FBtr0113570,FBtr0081643,FBtr0087207
4940,FBtr0084322,FBtr0072163,FBtr0081645,FBtr0070448
4941,FBtr0072524,FBtr0307301,FBtr0078732,FBtr0306924
4942,FBtr0081109,FBtr0085092,FBtr0078741,FBtr0088938
4943,FBtr0073027,FBtr0079917,FBtr0306918,FBtr0085329
4944,FBtr0088742,FBtr0071419,FBtr0300053,FBtr0086882
4945,FBtr0084346,FBtr0077799,FBtr0074086,FBtr0071861
4946,FBtr0083713,FBtr0077269,FBtr0086519,FBtr0070704
4947,FBtr0073219,FBtr0080075,FBtr0299642,FBtr0070301
4948,FBtr0087626,FBtr0310323,FBtr0071684,FBtr0076515
4949,FBtr0072813,FBtr0077412,FBtr0301007,FBtr0074353
4950,FBtr0079719,FBtr0072638,FBtr0081839,FBtr0299522
4951,FBtr0080264,FBtr0084270,FBtr0113717,FBtr0074686
4952,FBtr0334144,FBtr0302289,FBtr0070272,FBtr0082028
4953,FBtr0345844,FBtr0072179,FBtr0335275,FBtr0303407
4954,FBtr0074988,FBtr0075955,FBtr0083189,FBtr0077965
4955,FBtr0091698,FBtr0080444,FBtr0088682,FBtr0088077
4956,FBtr0113704,FBtr0085269,FBtr0100360,FBtr0075638
4957,FBtr0084659,FBtr0087336,FBtr0078568,FBtr0087461
4958,FBtr0300947,FBtr0084256,FBtr0079650,FBtr0077782
4959,FBtr0333104,FBtr0300050,FBtr0113495,FBtr0089869
4960,FBtr0074203,FBtr0113512,FBtr0086768,FBtr0086145
4961,FBtr0080573,FBtr0346424,FBtr0475226,FBtr0086542
4962,FBtr0087949,FBtr0078382,FBtr0079599,FBtr0342651
4963,FBtr0091629,FBtr0304702,FBtr0088657,FBtr0071327
4964,FBtr0088223,FBtr0086017,FBtr0081758,FBtr0088073
4965,FBtr0084583,FBtr0086014,FBtr0088981,FBtr0070386
4966,FBtr0091640,FBtr0071007,FBtr0079092,FBtr0346978
4967,FBtr0113500,FBtr0088237,FBtr0074341,FBtr0082821
4968,FBtr0083559,FBtr0344617,FBtr0112456,FBtr0083376
4969,FBtr0087974,FBtr0086076,FBtr0344373,FBtr0081624
4970,FBtr0078485,FBtr0100291,FBtr0076771,FBtr0084560
4971,FBtr0111285,FBtr0086334,FBtr0081282,FBtr0077330
4972,FBtr0299660,FBtr0083269,FBtr0077556,FBtr0075884
4973,FBtr0303797,FBtr0089687,FBtr0070003,FBtr0074055
4974,FBtr0303102,FBtr0070784,FBtr0074411,FBtr0113195
4975,FBtr0332794,FBtr0299694,FBtr0078686,FBtr0077384
4976,FBtr0078763,FBtr0083660,FBtr0077667,FBtr0301748
4977,FBtr0077694,FBtr0073788,FBtr0347254,FBtr0301743
4978,FBtr0085109,FBtr0080005,FBtr0070499,FBtr0343315
4979,FBtr0339153,FBtr0089105,FBtr0086708,FBtr0086336
4980,FBtr0070758,FBtr0081163,FBtr0289994,FBtr0074026
4981,FBtr0072874,FBtr0091610,FBtr0086613,FBtr0343971
4982,FBtr0070912,FBtr0071248,FBtr0084849,FBtr0113597
4983,FBtr0073381,FBtr0088041,FBtr0073712,FBtr0290052
4984,FBtr0085177,FBtr0299977,FBtr0077910,FBtr0081485
4985,FBtr0087780,FBtr0073125,FBtr0075537,FBtr0085535
4986,FBtr0072963,FBtr0073021,FBtr0079403,FBtr0075761
4987,FBtr0077955,FBtr0075736,FBtr0082047,FBtr0309784
4988,FBtr0074034,FBtr0073017,FBtr0079025,FBtr0343890
4989,FBtr0344032,FBtr0345237,FBtr0302224,FBtr0290260
4990,FBtr0340613,FBtr0075049,FBtr0075318,FBtr0083337
4991,FBtr0082037,FBtr0290295,FBtr0082591,FBtr0082214
4992,FBtr0081892,FBtr0331959,FBtr0083839,FBtr0113254
4993,FBtr0089079,FBtr0084857,FBtr0344458,FBtr0075018
4994,FBtr0084018,FBtr0085983,FBtr0083731,FBtr0083772
4995,FBtr0078726,FBtr0307184,FBtr0086909,FBtr0087366
4996,FBtr0309753,FBtr0070050,FBtr0075074,FBtr0335275
4997,FBtr0084669,FBtr0343402,FBtr0083899,FBtr0083722
4998,FBtr0113604,FBtr0100004,FBtr0301446,FBtr0077432
4999,FBtr0072252,FBtr0086013,FBtr0079960,FBtr0083052
5000,FBtr0073734,FBtr0086555,FBtr0113564,FBtr0333337
5001,FBtr0073520,FBtr0075768,FBtr0075245,FBtr0481727
5002,FBtr0070898,FBtr0080764,FBtr0073093,FBtr0346919
5003,FBtr0078326,FBtr0309785,FBtr0089944,FBtr0075162
5004,FBtr0081323,FBtr0309780,FBtr0073840,FBtr0074967
5005,FBtr0345959,FBtr0073836,FBtr0306324,FBtr0083992
5006,FBtr0073042,FBtr0076276,FBtr0073812,FBtr0083408
5007,FBtr0081224,FBtr0072140,FBtr0309786,FBtr0072905
5008,FBtr0080198,FBtr0088857,FBtr0343312,FBtr0074335
5009,FBtr0304061,FBtr0309771,FBtr0081855,FBtr0070078
5010,FBtr0113609,FBtr0110816,FBtr0344919,FBtr0083509
5011,FBtr0072732,FBtr0070042,FBtr0073256,FBtr0302318
5012,FBtr0074900,FBtr0330729,FBtr0081560,FBtr0290310
5013,FBtr0077989,FBtr0339153,FBtr0080980,FBtr0082997
5014,FBtr0071398,FBtr0084333,FBtr0079909,FBtr0077676
5015,FBtr0078126,FBtr0307018,FBtr0076926,FBtr0346982
5016,FBtr0087349,FBtr0085307,FBtr0087249,FBtr0340488
5017,FBtr0085180,FBtr0085760,FBtr0075887,FBtr0071786
5018,FBtr0078724,FBtr0082975,FBtr0072290,FBtr0080527
5019,FBtr0080078,FBtr0074904,FBtr0073975,FBtr0091651
5020,FBtr0087926,FBtr0086964,FBtr0086075,FBtr0335191
5021,FBtr0077459,FBtr0078647,FBtr0299679,FBtr0080633
5022,FBtr0074644,FBtr0302338,FBtr0078837,FBtr0085501
5023,FBtr0110888,FBtr0086188,FBtr0072227,FBtr0072653
5024,FBtr0305016,FBtr0079439,FBtr0072242,FBtr0071345
5025,FBtr0071173,FBtr0087688,FBtr0078288,FBtr0346387
5026,FBtr0080998,FBtr0073650,FBtr0343402,FBtr0084577
5027,FBtr0452124,FBtr0089410,FBtr0083121,FBtr0075639
5028,FBtr0075774,FBtr0086187,FBtr0112421,FBtr0309786
5029,FBtr0078552,FBtr0070257,FBtr0075067,FBtr0072766
5030,FBtr0083563,FBtr0073702,FBtr0078255,FBtr0085110
5031,FBtr0071032,FBtr0086007,FBtr0081867,FBtr0309970
5032,FBtr0074711,FBtr0086189,FBtr0083259,FBtr0084219
5033,FBtr0110878,FBtr0088541,FBtr0347327,FBtr0071032
5034,FBtr0071345,FBtr0075141,FBtr0087871,FBtr0076753
5035,FBtr0077389,FBtr0082991,FBtr0086143,FBtr0083271
5036,FBtr0081391,FBtr0086190,FBtr0074546,FBtr0079697
5037,FBtr0273260,FBtr0082779,FBtr0332226,FBtr0084939
5038,FBtr0474772,FBtr0084981,FBtr0087975,FBtr0082068
5039,FBtr0074695,FBtr0088778,FBtr0113574,FBtr0070969
5040,FBtr0075746,FBtr0072211,FBtr0072680,FBtr0091650
5041,FBtr0091873,FBtr0077242,FBtr0071545,FBtr0083479
5042,FBtr0081880,FBtr0087906,FBtr0088678,FBtr0304028
5043,FBtr0077903,FBtr0076770,FBtr0070723,FBtr0087474
5044,FBtr0083399,FBtr0076723,FBtr0084016,FBtr0300364
5045,FBtr0300173,FBtr0076457,FBtr0076277,FBtr0300457
5046,FBtr0113715,FBtr0086613,FBtr0334698,FBtr0072779
5047,FBtr0072742,FBtr0073655,FBtr0076348,FBtr0075311
5048,FBtr0081596,FBtr0071487,FBtr0074273,FBtr0084361
5049,FBtr0082268,FBtr0088880,FBtr0334806,FBtr0479934
5050,FBtr0074655,FBtr0070909,FBtr0111127,FBtr0088782
5051,FBtr0084405,FBtr0084663,FBtr0304731,FBtr0299691
5052,FBtr0091653,FBtr0073093,FBtr0112489,FBtr0086775
5053,FBtr0070712,FBtr0088525,FBtr0078142,FBtr0303036
5054,FBtr0113015,FBtr0085605,FBtr0087320,FBtr0479971
5055,FBtr0074053,FBtr0085715,FBtr0082126,FBtr0088645
5056,FBtr0075424,FBtr0070924,FBtr0070148,FBtr0113530
5057,FBtr0076747,FBtr0071194,FBtr0082651,FBtr0070696
5058,FBtr0070781,FBtr0076764,FBtr0075698,FBtr0071905
5059,FBtr0479695,FBtr0072030,FBtr0343862,FBtr0081460
5060,FBtr0080507,FBtr0083552,FBtr0080761,FBtr0080087
5061,FBtr0273383,FBtr0075791,FBtr0084288,FBtr0089624
5062,FBtr0346226,FBtr0074925,FBtr0071094,FBtr0084834
5063,FBtr0088920,FBtr0091653,FBtr0079249,FBtr0075960
5064,FBtr0346057,FBtr0300685,FBtr0071134,FBtr0070438
5065,FBtr0077954,FBtr0306199,FBtr0299879,FBtr0077459
5066,FBtr0070648,FBtr0344639,FBtr0289986,FBtr0077799
5067,FBtr0100668,FBtr0086705,FBtr0073837,FBtr0080935
5068,FBtr0072285,FBtr0347334,FBtr0083392,FBtr0330091
5069,FBtr0071368,FBtr0339659,FBtr0078535,FBtr0079097
5070,FBtr0078987,FBtr0074837,FBtr0082691,FBtr0112667
5071,FBtr0073692,FBtr0087056,FBtr0071042,FBtr0310107
5072,FBtr0087862,FBtr0334623,FBtr0479982,FBtr0332006
5073,FBtr0085961,FBtr0080078,FBtr0347330,FBtr0083933
5074,FBtr0290295,FBtr0079817,FBtr0113824,FBtr0075956
5075,FBtr0085508,FBtr0305117,FBtr0082290,FBtr0081959
5076,FBtr0084292,FBtr0080843,FBtr0085090,FBtr0079265
5077,FBtr0074046,FBtr0084548,FBtr0079357,FBtr0088829
5078,FBtr0083609,FBtr0083813,FBtr0078208,FBtr0086846
5079,FBtr0303391,FBtr0078538,FBtr0473384,FBtr0079373
5080,FBtr0309100,FBtr0077298,FBtr0080264,FBtr0089003
5081,FBtr0085581,FBtr0085037,FBtr0342907,FBtr0334812
5082,FBtr0304713,FBtr0309768,FBtr0079723,FBtr0086133
5083,FBtr0078063,FBtr0334864,FBtr0343127,FBtr0081862
5084,FBtr0085897,FBtr0079564,FBtr0304118,FBtr0078041
5085,FBtr0076691,FBtr0343753,FBtr0089222,FBtr0110806
5086,FBtr0299971,FBtr0344355,FBtr0084186,FBtr0300213
5087,FBtr0343973,FBtr0346877,FBtr0072605,FBtr0084877
5088,FBtr0071081,FBtr0083503,FBtr0075068,FBtr0075592
5089,FBtr0070897,FBtr0082698,FBtr0334932,FBtr0343004
5090,FBtr0345310,FBtr0086179,FBtr0078928,FBtr0087244
5091,FBtr0087140,FBtr0083115,FBtr0074936,FBtr0334623
5092,FBtr0344638,FBtr0088031,FBtr0080843,FBtr0070442
5093,FBtr0343550,FBtr0074768,FBtr0080092,FBtr0084932
5094,FBtr0081568,FBtr0082390,FBtr0300382,FBtr0078252
5095,FBtr0289994,FBtr0347380,FBtr0074169,FBtr0087460
5096,FBtr0100451,FBtr0473617,FBtr0086184,FBtr0112393
5097,FBtr0080554,FBtr0112501,FBtr0077540,FBtr0110786
5098,FBtr0346001,FBtr0082817,FBtr0081905,FBtr0083830
5099,FBtr0347106,FBtr0300465,FBtr0073147,FBtr0347286
5100,FBtr0071963,FBtr0078638,FBtr0340671,FBtr0077074
5101,FBtr0072969,FBtr0070433,FBtr0303391,FBtr0072404
5102,FBtr0472591,FBtr0081430,FBtr0346855,FBtr0113564
5103,FBtr0087734,FBtr0336657,FBtr0079641,FBtr0339231
5104,FBtr0089102,FBtr0085501,FBtr0077573,FBtr0083801
5105,FBtr0345054,FBtr0080525,FBtr0073980,FBtr0072112
5106,FBtr0347381,FBtr0081919,FBtr0087546,FBtr0091851
5107,FBtr0089015,FBtr0078535,FBtr0076752,FBtr0091869
5108,FBtr0345626,FBtr0084915,FBtr0070207,FBtr0070315
5109,FBtr0473384,FBtr0078061,FBtr0299705,FBtr0091854
5110,FBtr0089134,FBtr0083454,FBtr0071489,FBtr0091848
5111,FBtr0302386,FBtr0075873,FBtr0073448,FBtr0071123
5112,FBtr0071264,FBtr0081261,FBtr0302646,FBtr0299518
5113,FBtr0415455,FBtr0071039,FBtr0077670,FBtr0078967
5114,FBtr0070272,FBtr0077431,FBtr0083964,FBtr0079306
5115,FBtr0300358,FBtr0082410,FBtr0071402,FBtr0112569
5116,FBtr0332931,FBtr0080891,FBtr0346402,FBtr0082819
5117,FBtr0083251,FBtr0075360,FBtr0081384,FBtr0083115
5118,FBtr0070071,FBtr0100048,FBtr0076393,FBtr0075074
5119,FBtr0074743,FBtr0305055,FBtr0087736,FBtr0112724
5120,FBtr0113497,FBtr0332996,FBtr0345054,FBtr0091845
5121,FBtr0079763,FBtr0100019,FBtr0077993,FBtr0091842
5122,FBtr0070867,FBtr0479934,FBtr0083235,FBtr0091866
5123,FBtr0091620,FBtr0075278,FBtr0081340,FBtr0110888
5124,FBtr0088728,FBtr0084847,FBtr0308064,FBtr0072211
5125,FBtr0070901,FBtr0112400,FBtr0091708,FBtr0091839
5126,FBtr0085546,FBtr0075498,FBtr0077003,FBtr0083503
5127,FBtr0072878,FBtr0075787,FBtr0088213,FBtr0082910
5128,FBtr0344106,FBtr0344904,FBtr0087211,FBtr0071089
5129,FBtr0070485,FBtr0071421,FBtr0078327,FBtr0091836
5130,FBtr0347084,FBtr0113305,FBtr0072426,FBtr0070308
5131,FBtr0070757,FBtr0303407,FBtr0081131,FBtr0073283
5132,FBtr0346857,FBtr0070120,FBtr0074644,FBtr0084837
5133,FBtr0100677,FBtr0071985,FBtr0079167,FBtr0113317
5134,FBtr0305009,FBtr0088827,FBtr0091829,FBtr0081977
5135,FBtr0346043,FBtr0479982,FBtr0309763,FBtr0082025
5136,FBtr0307116,FBtr0072168,FBtr0081978,FBtr0077968
5137,FBtr0087764,FBtr0344637,FBtr0086881,FBtr0088609
5138,FBtr0073121,FBtr0072758,FBtr0345248,FBtr0086759
5139,FBtr0074282,FBtr0077416,FBtr0077465,FBtr0083843
5140,FBtr0072409,FBtr0079685,FBtr0083606,FBtr0082410
5141,FBtr0299891,FBtr0346364,FBtr0077716,FBtr0339659
5142,FBtr0273320,FBtr0306063,FBtr0087469,FBtr0082091
5143,FBtr0100421,FBtr0083087,FBtr0075141,FBtr0080512
5144,FBtr0299558,FBtr0113576,FBtr0087413,FBtr0089623
5145,FBtr0082475,FBtr0347594,FBtr0290212,FBtr0078334
5146,FBtr0333167,FBtr0087320,FBtr0301032,FBtr0076519
5147,FBtr0100495,FBtr0084294,FBtr0075358,FBtr0346918
5148,FBtr0081817,FBtr0070078,FBtr0091826,FBtr0071393
5149,FBtr0088260,FBtr0078143,FBtr0070867,FBtr0081832
5150,FBtr0084828,FBtr0299806,FBtr0080705,FBtr0300641
5151,FBtr0309293,FBtr0073973,FBtr0084073,FBtr0070798
5152,FBtr0343762,FBtr0077401,FBtr0082424,FBtr0072235
5153,FBtr0073514,FBtr0075886,FBtr0073818,FBtr0075791
5154,FBtr0290216,FBtr0082067,FBtr0091832,FBtr0301265
5155,FBtr0088434,FBtr0073803,FBtr0091766,FBtr0302644
5156,FBtr0081914,FBtr0085173,FBtr0079720,FBtr0085523
5157,FBtr0082631,FBtr0070712,FBtr0088886,FBtr0077540
5158,FBtr0087342,FBtr0084383,FBtr0114616,FBtr0083409
5159,FBtr0301743,FBtr0077715,FBtr0087351,FBtr0073356
5160,FBtr0074828,FBtr0300063,FBtr0081088,FBtr0073345
5161,FBtr0346895,FBtr0075969,FBtr0078689,FBtr0077250
5162,FBtr0301690,FBtr0082171,FBtr0073460,FBtr0073962
5163,FBtr0084102,FBtr0077832,FBtr0070110,FBtr0301876
5164,FBtr0344051,FBtr0073978,FBtr0073945,FBtr0073286
5165,FBtr0080006,FBtr0345973,FBtr0070987,FBtr0070689
5166,FBtr0077718,FBtr0087359,FBtr0085820,FBtr0088778
5167,FBtr0081764,FBtr0084106,FBtr0079425,FBtr0336836
5168,FBtr0070742,FBtr0077460,FBtr0080829,FBtr0081563
5169,FBtr0072236,FBtr0073809,FBtr0087612,FBtr0299515
5170,FBtr0076204,FBtr0309779,FBtr0308752,FBtr0071938
5171,FBtr0088816,FBtr0113568,FBtr0346992,FBtr0080252
5172,FBtr0082351,FBtr0080433,FBtr0071020,FBtr0305055
5173,FBtr0070533,FBtr0083559,FBtr0302280,FBtr0071675
5174,FBtr0082068,FBtr0074114,FBtr0079986,FBtr0084565
5175,FBtr0089853,FBtr0087562,FBtr0290307,FBtr0085014
5176,FBtr0333966,FBtr0079163,FBtr0070808,FBtr0072879
5177,FBtr0070892,FBtr0309781,FBtr0086580,FBtr0088857
5178,FBtr0081184,FBtr0347346,FBtr0070688,FBtr0087375
5179,FBtr0088064,FBtr0111169,FBtr0346212,FBtr0073475
5180,FBtr0081390,FBtr0347056,FBtr0077666,FBtr0071628
5181,FBtr0087310,FBtr0083376,FBtr0091835,FBtr0340350
5182,FBtr0113520,FBtr0079697,FBtr0081564,FBtr0076707
5183,FBtr0081247,FBtr0290310,FBtr0079875,FBtr0303412
5184,FBtr0071758,FBtr0077694,FBtr0071499,FBtr0290131
5185,FBtr0075955,FBtr0080309,FBtr0299610,FBtr0301011
5186,FBtr0079222,FBtr0081995,FBtr0345310,FBtr0075230
5187,FBtr0084542,FBtr0087413,FBtr0078405,FBtr0084972
5188,FBtr0343890,FBtr0073411,FBtr0113464,FBtr0091798
5189,FBtr0084107,FBtr0080092,FBtr0086160,FBtr0078143
5190,FBtr0071077,FBtr0083732,FBtr0082233,FBtr0072208
5191,FBtr0072609,FBtr0072209,FBtr0083860,FBtr0273391
5192,FBtr0076216,FBtr0070289,FBtr0309754,FBtr0080307
5193,FBtr0076732,FBtr0073777,FBtr0333520,FBtr0303848
5194,FBtr0071671,FBtr0086917,FBtr0088772,FBtr0087939
5195,FBtr0307367,FBtr0072693,FBtr0084487,FBtr0084405
5196,FBtr0072142,FBtr0083780,FBtr0084467,FBtr0113517
5197,FBtr0303848,FBtr0091751,FBtr0088747,FBtr0072030
5198,FBtr0345221,FBtr0085535,FBtr0342597,FBtr0082589
5199,FBtr0081842,FBtr0332061,FBtr0087279,FBtr0087992
5200,FBtr0073104,FBtr0344919,FBtr0084450,FBtr0112620
5201,FBtr0070445,FBtr0082418,FBtr0085070,FBtr0072135
5202,FBtr0339807,FBtr0299994,FBtr0077484,FBtr0085257
5203,FBtr0076463,FBtr0079946,FBtr0078957,FBtr0073725
5204,FBtr0073726,FBtr0089949,FBtr0100319,FBtr0110944
5205,FBtr0077326,FBtr0085114,FBtr0082574,FBtr0332031
5206,FBtr0076793,FBtr0100433,FBtr0078127,FBtr0079096
5207,FBtr0072659,FBtr0083052,FBtr0112506,FBtr0079100
5208,FBtr0081485,FBtr0074347,FBtr0070894,FBtr0084272
5209,FBtr0074416,FBtr0085427,FBtr0100383,FBtr0078009
5210,FBtr0335457,FBtr0085110,FBtr0072670,FBtr0083018
5211,FBtr0089549,FBtr0479971,FBtr0077737,FBtr0070089
5212,FBtr0273278,FBtr0081564,FBtr0071183,FBtr0346507
5213,FBtr0081465,FBtr0083600,FBtr0084055,FBtr0088039
5214,FBtr0084874,FBtr0347254,FBtr0112372,FBtr0343975
5215,FBtr0082644,FBtr0078025,FBtr0073821,FBtr0086111
5216,FBtr0082882,FBtr0074974,FBtr0072437,FBtr0289976
5217,FBtr0346828,FBtr0346231,FBtr0346401,FBtr0085558
5218,FBtr0082512,FBtr0085877,FBtr0300118,FBtr0473405
5219,FBtr0343975,FBtr0073766,FBtr0081907,FBtr0075768
5220,FBtr0079614,FBtr0072343,FBtr0088773,FBtr0084665
5221,FBtr0088077,FBtr0091474,FBtr0080718,FBtr0346984
5222,FBtr0073438,FBtr0077676,FBtr0081881,FBtr0299564
5223,FBtr0076889,FBtr0110838,FBtr0085664,FBtr0081984
5224,FBtr0078201,FBtr0308092,FBtr0078338,FBtr0070699
5225,FBtr0345457,FBtr0071720,FBtr0077454,FBtr0081475
5226,FBtr0079078,FBtr0347205,FBtr0306052,FBtr0081737
5227,FBtr0087522,FBtr0088664,FBtr0078080,FBtr0082126
5228,FBtr0087847,FBtr0070605,FBtr0071688,FBtr0082086
5229,FBtr0082790,FBtr0077972,FBtr0075512,FBtr0300218
5230,FBtr0100024,FBtr0077966,FBtr0074946,FBtr0091641
5231,FBtr0088320,FBtr0083527,FBtr0074611,FBtr0088623
5232,FBtr0342955,FBtr0333966,FBtr0081984,FBtr0082986
5233,FBtr0343751,FBtr0113444,FBtr0347334,FBtr0300444
5234,FBtr0074342,FBtr0086905,FBtr0077137,FBtr0086192
5235,FBtr0082785,FBtr0084671,FBtr0299563,FBtr0070677
5236,FBtr0113717,FBtr0078679,FBtr0087355,FBtr0086555
5237,FBtr0071767,FBtr0333769,FBtr0079096,FBtr0340500
5238,FBtr0076107,FBtr0079809,FBtr0086320,FBtr0114313
5239,FBtr0078183,FBtr0088314,FBtr0070269,FBtr0085605
5240,FBtr0113444,FBtr0088524,FBtr0300459,FBtr0345123
5241,FBtr0088088,FBtr0074827,FBtr0075108,FBtr0077971
5242,FBtr0343863,FBtr0344816,FBtr0079884,FBtr0089032
5243,FBtr0301378,FBtr0086536,FBtr0087596,FBtr0079175
5244,FBtr0087336,FBtr0075653,FBtr0273383,FBtr0080436
5245,FBtr0079094,FBtr0087904,FBtr0084316,FBtr0111127
5246,FBtr0084554,FBtr0300811,FBtr0273239,FBtr0082679
5247,FBtr0082214,FBtr0086450,FBtr0079165,FBtr0344933
5248,FBtr0347087,FBtr0299831,FBtr0086772,FBtr0073809
5249,FBtr0070479,FBtr0076269,FBtr0344642,FBtr0089879
5250,FBtr0079917,FBtr0344115,FBtr0072732,FBtr0086958
5251,FBtr0088176,FBtr0076456,FBtr0088782,FBtr0336827
5252,FBtr0301268,FBtr0332764,FBtr0076530,FBtr0080468
5253,FBtr0077920,FBtr0333481,FBtr0301748,FBtr0071194
5254,FBtr0087400,FBtr0075638,FBtr0087829,FBtr0112379
5255,FBtr0078841,FBtr0306791,FBtr0085121,FBtr0304024
5256,FBtr0074084,FBtr0073651,FBtr0081438,FBtr0071366
5257,FBtr0073807,FBtr0113597,FBtr0086464,FBtr0302729
5258,FBtr0082632,FBtr0076653,FBtr0074622,FBtr0111114
5259,FBtr0347086,FBtr0075519,FBtr0273323,FBtr0089723
5260,FBtr0346930,FBtr0091614,FBtr0076943,FBtr0083225
5261,FBtr0089879,FBtr0074936,FBtr0073425,FBtr0334864
5262,FBtr0100010,FBtr0086219,FBtr0080225,FBtr0075217
5263,FBtr0073166,FBtr0335457,FBtr0080115,FBtr0079898
5264,FBtr0089022,FBtr0081901,FBtr0309779,FBtr0088631
5265,FBtr0085739,FBtr0070955,FBtr0076124,FBtr0344900
