,0,1,2,3
904,FBtr0087768,FBtr0081191,FBtr0079846,FBtr0074885
905,FBtr0072095,FBtr0088226,FBtr0083191,FBtr0347136
906,FBtr0075358,FBtr0308765,FBtr0072112,FBtr0076685
907,FBtr0082279,FBtr0081190,FBtr0082179,FBtr0076684
908,FBtr0300207,FBtr0087626,FBtr0070508,FBtr0076247
909,FBtr0088961,FBtr0334802,FBtr0077882,FBtr0074260
910,FBtr0299534,FBtr0473376,FBtr0071938,FBtr0087452
911,FBtr0084036,FBtr0073822,FBtr0072191,FBtr0289953
912,FBtr0073847,FBtr0088224,FBtr0113773,FBtr0089367
913,FBtr0301074,FBtr0084797,FBtr0080696,FBtr0088249
914,FBtr0290305,FBtr0084756,FBtr0113781,FBtr0087451
915,FBtr0308028,FBtr0346858,FBtr0082483,FBtr0075279
916,FBtr0290137,FBtr0082666,FBtr0078054,FBtr0074674
917,FBtr0290135,FBtr0088369,FBtr0299880,FBtr0075499
918,FBtr0273422,FBtr0072841,FBtr0081248,FBtr0085194
919,FBtr0080637,FBtr0332210,FBtr0071640,FBtr0347100
920,FBtr0080630,FBtr0347241,FBtr0111239,FBtr0347099
921,FBtr0070762,FBtr0072628,FBtr0081216,FBtr0086028
922,FBtr0078708,FBtr0309185,FBtr0070822,FBtr0085247
923,FBtr0305066,FBtr0084894,FBtr0070375,FBtr0088692
924,FBtr0075311,FBtr0475194,FBtr0071250,FBtr0110983
925,FBtr0076496,FBtr0084683,FBtr0290256,FBtr0290130
926,FBtr0082569,FBtr0345828,FBtr0072153,FBtr0342708
927,FBtr0083200,FBtr0347407,FBtr0083375,FBtr0089569
928,FBtr0344431,FBtr0077011,FBtr0087511,FBtr0073621
929,FBtr0086881,FBtr0336463,FBtr0113817,FBtr0086053
930,FBtr0085931,FBtr0074780,FBtr0113813,FBtr0081222
931,FBtr0077877,FBtr0347315,FBtr0081228,FBtr0342909
932,FBtr0078241,FBtr0339324,FBtr0072156,FBtr0073812
933,FBtr0078582,FBtr0087998,FBtr0083226,FBtr0088849
934,FBtr0075160,FBtr0077131,FBtr0081244,FBtr0073939
935,FBtr0072124,FBtr0072711,FBtr0078147,FBtr0342841
936,FBtr0089091,FBtr0072831,FBtr0347293,FBtr0085095
937,FBtr0084573,FBtr0072703,FBtr0071658,FBtr0073754
938,FBtr0075157,FBtr0072577,FBtr0479949,FBtr0088486
939,FBtr0306541,FBtr0346326,FBtr0077088,FBtr0113315
940,FBtr0089503,FBtr0072706,FBtr0111244,FBtr0085094
941,FBtr0079896,FBtr0342597,FBtr0070352,FBtr0085322
942,FBtr0085062,FBtr0082801,FBtr0075041,FBtr0080592
943,FBtr0074794,FBtr0342616,FBtr0070350,FBtr0082641
944,FBtr0085061,FBtr0342619,FBtr0072208,FBtr0077221
945,FBtr0075153,FBtr0081207,FBtr0086701,FBtr0300829
946,FBtr0078100,FBtr0073144,FBtr0070390,FBtr0085088
947,FBtr0086766,FBtr0072707,FBtr0072210,FBtr0342645
948,FBtr0086768,FBtr0085943,FBtr0082360,FBtr0076238
949,FBtr0085191,FBtr0072777,FBtr0070874,FBtr0072967
950,FBtr0077850,FBtr0079062,FBtr0479984,FBtr0076236
951,FBtr0076052,FBtr0072828,FBtr0082614,FBtr0070530
952,FBtr0085901,FBtr0340667,FBtr0070316,FBtr0114456
953,FBtr0080079,FBtr0072779,FBtr0081236,FBtr0075423
954,FBtr0076027,FBtr0340249,FBtr0086542,FBtr0087942
955,FBtr0076556,FBtr0346404,FBtr0087334,FBtr0080554
956,FBtr0085203,FBtr0300341,FBtr0071314,FBtr0082240
957,FBtr0079326,FBtr0072832,FBtr0071996,FBtr0342994
958,FBtr0083732,FBtr0340639,FBtr0072204,FBtr0087131
959,FBtr0301390,FBtr0087428,FBtr0072211,FBtr0083964
960,FBtr0076019,FBtr0072834,FBtr0473378,FBtr0074961
961,FBtr0083979,FBtr0084472,FBtr0072195,FBtr0088850
962,FBtr0072132,FBtr0072554,FBtr0087793,FBtr0088699
963,FBtr0079026,FBtr0072766,FBtr0075076,FBtr0084647
964,FBtr0085245,FBtr0073078,FBtr0111126,FBtr0073808
965,FBtr0085215,FBtr0071132,FBtr0331303,FBtr0071397
966,FBtr0077678,FBtr0073015,FBtr0075231,FBtr0113321
967,FBtr0083707,FBtr0346239,FBtr0078041,FBtr0071402
968,FBtr0344531,FBtr0339325,FBtr0081038,FBtr0343630
969,FBtr0300992,FBtr0081287,FBtr0078039,FBtr0071201
970,FBtr0078277,FBtr0342955,FBtr0070384,FBtr0087048
971,FBtr0070991,FBtr0081957,FBtr0076939,FBtr0077730
972,FBtr0089096,FBtr0309760,FBtr0075228,FBtr0077568
973,FBtr0070245,FBtr0088384,FBtr0072120,FBtr0082330
974,FBtr0089496,FBtr0342937,FBtr0072201,FBtr0075771
975,FBtr0089145,FBtr0289939,FBtr0076938,FBtr0077043
976,FBtr0089229,FBtr0081657,FBtr0070362,FBtr0088899
977,FBtr0089210,FBtr0342907,FBtr0070431,FBtr0088900
978,FBtr0084740,FBtr0071143,FBtr0070381,FBtr0085708
979,FBtr0070207,FBtr0339611,FBtr0071897,FBtr0344723
980,FBtr0076549,FBtr0339794,FBtr0070331,FBtr0087642
981,FBtr0079444,FBtr0072626,FBtr0077686,FBtr0087019
982,FBtr0113418,FBtr0347333,FBtr0071860,FBtr0086981
983,FBtr0076262,FBtr0081085,FBtr0086552,FBtr0077390
984,FBtr0084273,FBtr0339795,FBtr0299789,FBtr0073590
985,FBtr0086951,FBtr0347087,FBtr0299694,FBtr0074960
986,FBtr0086708,FBtr0086733,FBtr0299691,FBtr0343175
987,FBtr0080046,FBtr0071246,FBtr0299688,FBtr0343164
988,FBtr0082215,FBtr0081197,FBtr0070321,FBtr0077444
989,FBtr0080050,FBtr0086585,FBtr0072061,FBtr0300455
990,FBtr0075448,FBtr0077012,FBtr0083323,FBtr0080586
991,FBtr0085009,FBtr0072744,FBtr0079651,FBtr0080560
992,FBtr0075951,FBtr0342724,FBtr0089971,FBtr0071092
993,FBtr0303445,FBtr0347336,FBtr0084463,FBtr0081461
994,FBtr0077679,FBtr0072825,FBtr0299515,FBtr0083204
995,FBtr0078235,FBtr0345300,FBtr0073379,FBtr0077113
996,FBtr0072072,FBtr0346226,FBtr0084462,FBtr0344611
997,FBtr0080868,FBtr0342693,FBtr0346978,FBtr0086671
998,FBtr0080809,FBtr0346249,FBtr0081157,FBtr0084987
999,FBtr0071837,FBtr0346246,FBtr0082440,FBtr0086675
1000,FBtr0080287,FBtr0347309,FBtr0082531,FBtr0086676
1001,FBtr0080161,FBtr0308777,FBtr0071673,FBtr0086677
1002,FBtr0079662,FBtr0072982,FBtr0082392,FBtr0080165
1003,FBtr0080059,FBtr0071878,FBtr0299853,FBtr0087820
1004,FBtr0080051,FBtr0071822,FBtr0070317,FBtr0081412
1005,FBtr0308646,FBtr0332568,FBtr0071223,FBtr0083194
1006,FBtr0085892,FBtr0345081,FBtr0300626,FBtr0079703
1007,FBtr0080086,FBtr0347244,FBtr0300625,FBtr0083278
1008,FBtr0075876,FBtr0344040,FBtr0085558,FBtr0310079
1009,FBtr0075518,FBtr0078716,FBtr0072028,FBtr0087946
1010,FBtr0089973,FBtr0072578,FBtr0085484,FBtr0077885
1011,FBtr0077739,FBtr0289942,FBtr0083370,FBtr0072107
1012,FBtr0089636,FBtr0347221,FBtr0077881,FBtr0081410
1013,FBtr0076647,FBtr0075895,FBtr0300115,FBtr0080166
1014,FBtr0078198,FBtr0479951,FBtr0299994,FBtr0073731
1015,FBtr0085178,FBtr0344638,FBtr0299949,FBtr0085798
1016,FBtr0085175,FBtr0072697,FBtr0306679,FBtr0336854
1017,FBtr0076058,FBtr0087560,FBtr0302316,FBtr0110824
1018,FBtr0080873,FBtr0085698,FBtr0299971,FBtr0080093
1019,FBtr0075522,FBtr0078854,FBtr0082364,FBtr0079686
1020,FBtr0075523,FBtr0084852,FBtr0072030,FBtr0083700
1021,FBtr0076075,FBtr0345626,FBtr0078009,FBtr0089223
1022,FBtr0083193,FBtr0072924,FBtr0082556,FBtr0075695
1023,FBtr0100436,FBtr0078841,FBtr0299958,FBtr0089222
1024,FBtr0085158,FBtr0332279,FBtr0070763,FBtr0073497
1025,FBtr0077465,FBtr0480002,FBtr0084935,FBtr0084718
1026,FBtr0083716,FBtr0344918,FBtr0077244,FBtr0087405
1027,FBtr0083353,FBtr0306294,FBtr0083947,FBtr0073494
1028,FBtr0335241,FBtr0084851,FBtr0081279,FBtr0080552
1029,FBtr0084604,FBtr0072738,FBtr0343638,FBtr0078558
1030,FBtr0085128,FBtr0072991,FBtr0081277,FBtr0082183
1031,FBtr0084566,FBtr0072921,FBtr0070398,FBtr0085374
1032,FBtr0084912,FBtr0304883,FBtr0111129,FBtr0077588
1033,FBtr0081541,FBtr0113687,FBtr0080727,FBtr0072551
1034,FBtr0084981,FBtr0073166,FBtr0075361,FBtr0082246
1035,FBtr0085133,FBtr0110950,FBtr0078011,FBtr0084351
1036,FBtr0070716,FBtr0089304,FBtr0072096,FBtr0340503
1037,FBtr0070717,FBtr0077365,FBtr0075359,FBtr0084350
1038,FBtr0075196,FBtr0307385,FBtr0347243,FBtr0084357
1039,FBtr0087669,FBtr0479973,FBtr0087974,FBtr0076633
1040,FBtr0084994,FBtr0345044,FBtr0087470,FBtr0289982
1041,FBtr0084103,FBtr0071068,FBtr0087474,FBtr0300806
1042,FBtr0113297,FBtr0345051,FBtr0070807,FBtr0072558
1043,FBtr0083279,FBtr0113700,FBtr0075088,FBtr0082186
1044,FBtr0075527,FBtr0072843,FBtr0111134,FBtr0083807
1045,FBtr0300382,FBtr0084853,FBtr0078055,FBtr0089937
1046,FBtr0082959,FBtr0303397,FBtr0472646,FBtr0087471
1047,FBtr0083456,FBtr0072926,FBtr0070414,FBtr0076189
1048,FBtr0079010,FBtr0081312,FBtr0084481,FBtr0084047
1049,FBtr0081051,FBtr0332776,FBtr0080826,FBtr0340074
1050,FBtr0306804,FBtr0074030,FBtr0084909,FBtr0080030
1051,FBtr0071562,FBtr0074748,FBtr0347019,FBtr0340010
1052,FBtr0086825,FBtr0344331,FBtr0074230,FBtr0081128
1053,FBtr0080407,FBtr0479962,FBtr0072157,FBtr0084018
1054,FBtr0086787,FBtr0344308,FBtr0302930,FBtr0081110
1055,FBtr0086773,FBtr0074031,FBtr0081285,FBtr0082651
1056,FBtr0086772,FBtr0301672,FBtr0070334,FBtr0084549
1057,FBtr0079319,FBtr0071519,FBtr0070328,FBtr0088883
1058,FBtr0083183,FBtr0084867,FBtr0081284,FBtr0086886
1059,FBtr0078185,FBtr0072986,FBtr0070837,FBtr0071865
1060,FBtr0079320,FBtr0071880,FBtr0070092,FBtr0085875
1061,FBtr0085189,FBtr0304139,FBtr0071958,FBtr0344059
1062,FBtr0076061,FBtr0079227,FBtr0070386,FBtr0089185
1063,FBtr0083751,FBtr0088781,FBtr0070652,FBtr0070289
1064,FBtr0079889,FBtr0088030,FBtr0070385,FBtr0076622
1065,FBtr0114543,FBtr0072969,FBtr0077242,FBtr0088871
1066,FBtr0075520,FBtr0088176,FBtr0113746,FBtr0344058
1067,FBtr0075883,FBtr0334738,FBtr0112988,FBtr0070259
1068,FBtr0087702,FBtr0307275,FBtr0079001,FBtr0084167
1069,FBtr0089377,FBtr0087852,FBtr0071371,FBtr0088748
1070,FBtr0083136,FBtr0081872,FBtr0084452,FBtr0300370
1071,FBtr0082092,FBtr0087936,FBtr0070308,FBtr0085877
1072,FBtr0085110,FBtr0070147,FBtr0071937,FBtr0302029
1073,FBtr0084907,FBtr0078860,FBtr0071255,FBtr0307018
1074,FBtr0079900,FBtr0347308,FBtr0082387,FBtr0088880
1075,FBtr0300129,FBtr0087933,FBtr0339618,FBtr0081005
1076,FBtr0074001,FBtr0076958,FBtr0082386,FBtr0343925
1077,FBtr0084051,FBtr0334273,FBtr0082384,FBtr0073271
1078,FBtr0074454,FBtr0088247,FBtr0082473,FBtr0088875
1079,FBtr0072085,FBtr0481675,FBtr0082588,FBtr0073211
1080,FBtr0290055,FBtr0088998,FBtr0091905,FBtr0073180
1081,FBtr0081351,FBtr0087594,FBtr0088794,FBtr0114512
1082,FBtr0075497,FBtr0345539,FBtr0081187,FBtr0088747
1083,FBtr0079443,FBtr0081246,FBtr0091907,FBtr0083160
1084,FBtr0075495,FBtr0082686,FBtr0070213,FBtr0088758
1085,FBtr0474622,FBtr0071806,FBtr0072163,FBtr0073158
1086,FBtr0481722,FBtr0330688,FBtr0340012,FBtr0083294
1087,FBtr0481720,FBtr0481706,FBtr0080286,FBtr0081487
1088,FBtr0481719,FBtr0343840,FBtr0091909,FBtr0088759
1089,FBtr0073927,FBtr0110786,FBtr0070297,FBtr0073154
1090,FBtr0479937,FBtr0088251,FBtr0073151,FBtr0083128
1091,FBtr0073900,FBtr0346914,FBtr0082423,FBtr0082993
1092,FBtr0073833,FBtr0343766,FBtr0082391,FBtr0082992
1093,FBtr0472692,FBtr0073509,FBtr0084282,FBtr0300875
1094,FBtr0086923,FBtr0078125,FBtr0075976,FBtr0082991
1095,FBtr0071503,FBtr0087514,FBtr0087140,FBtr0344349
1096,FBtr0445388,FBtr0072236,FBtr0086709,FBtr0071763
1097,FBtr0088256,FBtr0072905,FBtr0080043,FBtr0344393
1098,FBtr0076086,FBtr0306314,FBtr0080330,FBtr0085897
1099,FBtr0071248,FBtr0070161,FBtr0072219,FBtr0073657
1100,FBtr0072548,FBtr0072931,FBtr0086706,FBtr0073805
1101,FBtr0075412,FBtr0113685,FBtr0080292,FBtr0073050
1102,FBtr0087740,FBtr0072223,FBtr0082416,FBtr0088873
1103,FBtr0079642,FBtr0343973,FBtr0080018,FBtr0081544
1104,FBtr0074276,FBtr0089628,FBtr0339365,FBtr0300351
1105,FBtr0080670,FBtr0081088,FBtr0080436,FBtr0089235
1106,FBtr0085846,FBtr0073083,FBtr0339353,FBtr0088838
1107,FBtr0086916,FBtr0080430,FBtr0081177,FBtr0088860
1108,FBtr0079937,FBtr0086051,FBtr0081180,FBtr0083324
1109,FBtr0074333,FBtr0472591,FBtr0085410,FBtr0086593
1110,FBtr0080202,FBtr0078792,FBtr0089894,FBtr0070200
1111,FBtr0084323,FBtr0475139,FBtr0070827,FBtr0078801
1112,FBtr0077324,FBtr0088261,FBtr0089546,FBtr0075049
1113,FBtr0077262,FBtr0332010,FBtr0071449,FBtr0070202
1114,FBtr0077246,FBtr0343900,FBtr0077980,FBtr0074206
1115,FBtr0340418,FBtr0072970,FBtr0273403,FBtr0077260
1116,FBtr0083819,FBtr0078496,FBtr0077981,FBtr0344594
1117,FBtr0074481,FBtr0076172,FBtr0083174,FBtr0081518
1118,FBtr0087088,FBtr0073819,FBtr0077190,FBtr0332308
1119,FBtr0089291,FBtr0089194,FBtr0075911,FBtr0070179
1120,FBtr0080671,FBtr0077490,FBtr0083289,FBtr0084689
1121,FBtr0083795,FBtr0081720,FBtr0083292,FBtr0343862
1122,FBtr0071039,FBtr0347086,FBtr0080981,FBtr0082378
1123,FBtr0083605,FBtr0299683,FBtr0099988,FBtr0074560
1124,FBtr0346197,FBtr0079819,FBtr0077985,FBtr0073069
1125,FBtr0088215,FBtr0347088,FBtr0086660,FBtr0074683
1126,FBtr0084837,FBtr0073114,FBtr0089550,FBtr0087130
1127,FBtr0074839,FBtr0072943,FBtr0082452,FBtr0086143
1128,FBtr0071101,FBtr0082432,FBtr0100008,FBtr0072374
1129,FBtr0070964,FBtr0079860,FBtr0082443,FBtr0073668
1130,FBtr0075408,FBtr0073434,FBtr0076510,FBtr0080844
1131,FBtr0070956,FBtr0305603,FBtr0089318,FBtr0079613
1132,FBtr0100501,FBtr0078726,FBtr0070365,FBtr0304856
1133,FBtr0074314,FBtr0074973,FBtr0077979,FBtr0347040
1134,FBtr0076130,FBtr0083575,FBtr0340504,FBtr0084836
1135,FBtr0344672,FBtr0113217,FBtr0086684,FBtr0076242
1136,FBtr0344636,FBtr0290227,FBtr0070311,FBtr0077335
1137,FBtr0071783,FBtr0300118,FBtr0080020,FBtr0072638
1138,FBtr0080113,FBtr0081166,FBtr0082583,FBtr0084353
1139,FBtr0080594,FBtr0074712,FBtr0084711,FBtr0073152
1140,FBtr0080316,FBtr0081734,FBtr0091913,FBtr0076032
1141,FBtr0070994,FBtr0301253,FBtr0070312,FBtr0331772
1142,FBtr0070950,FBtr0301252,FBtr0070313,FBtr0112731
1143,FBtr0070995,FBtr0301105,FBtr0070366,FBtr0302391
1144,FBtr0079876,FBtr0071096,FBtr0075490,FBtr0071439
1145,FBtr0070972,FBtr0071832,FBtr0340518,FBtr0082001
1146,FBtr0079878,FBtr0086133,FBtr0070372,FBtr0072324
1147,FBtr0070843,FBtr0082670,FBtr0070371,FBtr0347514
1148,FBtr0300994,FBtr0078680,FBtr0091923,FBtr0071661
1149,FBtr0071003,FBtr0088221,FBtr0091930,FBtr0079888
1150,FBtr0080156,FBtr0070138,FBtr0070367,FBtr0086147
1151,FBtr0300997,FBtr0071225,FBtr0082355,FBtr0070201
1152,FBtr0445191,FBtr0088924,FBtr0081300,FBtr0088657
1153,FBtr0346766,FBtr0074751,FBtr0082332,FBtr0088654
1154,FBtr0085950,FBtr0299619,FBtr0082335,FBtr0076659
1155,FBtr0344825,FBtr0078172,FBtr0080087,FBtr0076134
1156,FBtr0070457,FBtr0074039,FBtr0070445,FBtr0084857
1157,FBtr0079413,FBtr0301030,FBtr0091840,FBtr0299742
1158,FBtr0070206,FBtr0085665,FBtr0091843,FBtr0299754
1159,FBtr0072462,FBtr0073356,FBtr0091846,FBtr0085320
1160,FBtr0072242,FBtr0300674,FBtr0070058,FBtr0084137
1161,FBtr0080434,FBtr0088548,FBtr0091849,FBtr0085330
1162,FBtr0076519,FBtr0087935,FBtr0085412,FBtr0089221
1163,FBtr0075647,FBtr0091533,FBtr0087315,FBtr0084132
1164,FBtr0075567,FBtr0345848,FBtr0085394,FBtr0087123
1165,FBtr0086735,FBtr0345875,FBtr0085382,FBtr0088580
1166,FBtr0084881,FBtr0078133,FBtr0071771,FBtr0475050
1167,FBtr0083213,FBtr0073033,FBtr0091852,FBtr0088845
1168,FBtr0086802,FBtr0071363,FBtr0073964,FBtr0070340
1169,FBtr0078395,FBtr0088380,FBtr0072134,FBtr0075904
1170,FBtr0074388,FBtr0081601,FBtr0334480,FBtr0076735
1171,FBtr0075993,FBtr0078079,FBtr0091855,FBtr0345380
1172,FBtr0080001,FBtr0301709,FBtr0091837,FBtr0071339
1173,FBtr0088790,FBtr0074086,FBtr0083998,FBtr0085995
1174,FBtr0075197,FBtr0113204,FBtr0079953,FBtr0333615
1175,FBtr0076515,FBtr0290222,FBtr0300444,FBtr0344248
1176,FBtr0084902,FBtr0075864,FBtr0083504,FBtr0090013
1177,FBtr0084915,FBtr0079187,FBtr0091810,FBtr0071305
1178,FBtr0273414,FBtr0306548,FBtr0077926,FBtr0081642
1179,FBtr0075735,FBtr0085164,FBtr0091813,FBtr0079648
1180,FBtr0086736,FBtr0080389,FBtr0091816,FBtr0345304
1181,FBtr0075775,FBtr0332114,FBtr0300273,FBtr0073986
1182,FBtr0086750,FBtr0113526,FBtr0091819,FBtr0085236
1183,FBtr0300050,FBtr0073452,FBtr0071197,FBtr0088882
1184,FBtr0070225,FBtr0306918,FBtr0084001,FBtr0079959
1185,FBtr0083393,FBtr0345556,FBtr0086775,FBtr0309806
1186,FBtr0078224,FBtr0344037,FBtr0084632,FBtr0087249
1187,FBtr0076548,FBtr0072826,FBtr0082084,FBtr0084352
1188,FBtr0078255,FBtr0086079,FBtr0078509,FBtr0300491
1189,FBtr0083791,FBtr0078555,FBtr0077389,FBtr0073712
1190,FBtr0075982,FBtr0087477,FBtr0084637,FBtr0333629
1191,FBtr0075986,FBtr0076199,FBtr0080444,FBtr0346846
1192,FBtr0079467,FBtr0078982,FBtr0075170,FBtr0089134
1193,FBtr0273268,FBtr0084186,FBtr0086725,FBtr0088773
1194,FBtr0083397,FBtr0084874,FBtr0091858,FBtr0078689
1195,FBtr0075492,FBtr0070261,FBtr0075671,FBtr0333170
1196,FBtr0083400,FBtr0346394,FBtr0084589,FBtr0082747
1197,FBtr0075784,FBtr0342804,FBtr0078967,FBtr0070130
1198,FBtr0074387,FBtr0089478,FBtr0335425,FBtr0084316
1199,FBtr0074920,FBtr0081787,FBtr0091889,FBtr0091924
1200,FBtr0301008,FBtr0087734,FBtr0078919,FBtr0085858
1201,FBtr0086946,FBtr0100641,FBtr0083447,FBtr0073580
1202,FBtr0072521,FBtr0078683,FBtr0091891,FBtr0342806
1203,FBtr0079432,FBtr0078126,FBtr0091893,FBtr0071133
1204,FBtr0086945,FBtr0340613,FBtr0081163,FBtr0087895
1205,FBtr0086941,FBtr0075205,FBtr0084294,FBtr0088730
1206,FBtr0075386,FBtr0344902,FBtr0084293,FBtr0346094
1207,FBtr0077569,FBtr0071191,FBtr0084290,FBtr0085992
1208,FBtr0076969,FBtr0080392,FBtr0082679,FBtr0071430
1209,FBtr0077616,FBtr0080198,FBtr0072064,FBtr0078478
1210,FBtr0077747,FBtr0077954,FBtr0473618,FBtr0078353
1211,FBtr0077570,FBtr0343679,FBtr0080055,FBtr0077394
1212,FBtr0078210,FBtr0075806,FBtr0080435,FBtr0071450
1213,FBtr0078222,FBtr0072252,FBtr0091887,FBtr0301647
1214,FBtr0086938,FBtr0078849,FBtr0091861,FBtr0305317
1215,FBtr0088205,FBtr0304630,FBtr0273273,FBtr0301090
1216,FBtr0085257,FBtr0083611,FBtr0078472,FBtr0113118
1217,FBtr0299831,FBtr0347542,FBtr0091864,FBtr0075887
1218,FBtr0087093,FBtr0072792,FBtr0082366,FBtr0071472
1219,FBtr0079989,FBtr0084346,FBtr0071269,FBtr0084010
1220,FBtr0086828,FBtr0086038,FBtr0091867,FBtr0072605
1221,FBtr0073045,FBtr0082999,FBtr0087026,FBtr0078348
1222,FBtr0085269,FBtr0079620,FBtr0086723,FBtr0073721
1223,FBtr0076585,FBtr0078728,FBtr0085405,FBtr0306031
1224,FBtr0085267,FBtr0113524,FBtr0085012,FBtr0073987
1225,FBtr0074846,FBtr0346989,FBtr0091870,FBtr0309100
1226,FBtr0074848,FBtr0083188,FBtr0084628,FBtr0100012
1227,FBtr0080855,FBtr0077358,FBtr0086657,FBtr0076030
1228,FBtr0073286,FBtr0075411,FBtr0086654,FBtr0088597
1229,FBtr0070993,FBtr0078096,FBtr0071770,FBtr0073255
1230,FBtr0085265,FBtr0336974,FBtr0081164,FBtr0084043
1231,FBtr0085422,FBtr0073113,FBtr0085015,FBtr0073596
1232,FBtr0070639,FBtr0079299,FBtr0074386,FBtr0086018
1233,FBtr0110990,FBtr0088551,FBtr0072142,FBtr0084656
1234,FBtr0080824,FBtr0100001,FBtr0479934,FBtr0304737
1235,FBtr0079975,FBtr0080541,FBtr0073376,FBtr0075997
1236,FBtr0074107,FBtr0334721,FBtr0479862,FBtr0082037
1237,FBtr0077828,FBtr0113521,FBtr0077966,FBtr0332206
1238,FBtr0309201,FBtr0073506,FBtr0072194,FBtr0077393
1239,FBtr0074234,FBtr0332630,FBtr0073245,FBtr0078114
1240,FBtr0074989,FBtr0087610,FBtr0080199,FBtr0088075
1241,FBtr0073769,FBtr0078764,FBtr0077968,FBtr0078790
1242,FBtr0071660,FBtr0078142,FBtr0084327,FBtr0083584
1243,FBtr0077352,FBtr0072411,FBtr0079947,FBtr0080565
1244,FBtr0472915,FBtr0073105,FBtr0086634,FBtr0072280
1245,FBtr0070239,FBtr0081855,FBtr0070828,FBtr0085994
1246,FBtr0308759,FBtr0086185,FBtr0084326,FBtr0070570
1247,FBtr0347304,FBtr0075444,FBtr0080148,FBtr0087678
1248,FBtr0088675,FBtr0345774,FBtr0079938,FBtr0071344
1249,FBtr0085310,FBtr0290112,FBtr0111011,FBtr0307207
1250,FBtr0344903,FBtr0080037,FBtr0086630,FBtr0082196
1251,FBtr0344868,FBtr0078498,FBtr0084334,FBtr0089647
1252,FBtr0309292,FBtr0081315,FBtr0452121,FBtr0306299
1253,FBtr0344173,FBtr0074012,FBtr0073225,FBtr0335175
1254,FBtr0071560,FBtr0077765,FBtr0343516,FBtr0087792
1255,FBtr0075035,FBtr0301876,FBtr0081290,FBtr0347056
1256,FBtr0084420,FBtr0084461,FBtr0110878,FBtr0082298
1257,FBtr0071357,FBtr0072550,FBtr0073244,FBtr0079238
1258,FBtr0309519,FBtr0081545,FBtr0086636,FBtr0072057
1259,FBtr0309526,FBtr0345943,FBtr0086625,FBtr0070070
1260,FBtr0083921,FBtr0339355,FBtr0071532,FBtr0083371
1261,FBtr0077008,FBtr0080575,FBtr0082420,FBtr0072308
1262,FBtr0347328,FBtr0083850,FBtr0086605,FBtr0300853
1263,FBtr0077320,FBtr0089597,FBtr0077989,FBtr0082180
1264,FBtr0084113,FBtr0088821,FBtr0073378,FBtr0088682
1265,FBtr0071902,FBtr0088824,FBtr0077960,FBtr0332449
1266,FBtr0084913,FBtr0070912,FBtr0087764,FBtr0071838
1267,FBtr0301176,FBtr0070559,FBtr0082624,FBtr0113164
1268,FBtr0347205,FBtr0088554,FBtr0076534,FBtr0086160
1269,FBtr0075960,FBtr0344052,FBtr0100832,FBtr0347049
1270,FBtr0302350,FBtr0082424,FBtr0100831,FBtr0300887
1271,FBtr0084975,FBtr0070392,FBtr0087762,FBtr0081280
1272,FBtr0344954,FBtr0299566,FBtr0082623,FBtr0335124
1273,FBtr0079330,FBtr0331502,FBtr0473594,FBtr0079759
1274,FBtr0347294,FBtr0072990,FBtr0081143,FBtr0082660
1275,FBtr0299563,FBtr0309982,FBtr0073288,FBtr0110947
1276,FBtr0078435,FBtr0073692,FBtr0076525,FBtr0080685
1277,FBtr0086522,FBtr0084469,FBtr0073340,FBtr0089687
1278,FBtr0081095,FBtr0302998,FBtr0074209,FBtr0073256
1279,FBtr0076011,FBtr0080945,FBtr0084929,FBtr0110805
1280,FBtr0077446,FBtr0308654,FBtr0077959,FBtr0084535
1281,FBtr0081267,FBtr0346232,FBtr0300776,FBtr0112625
1282,FBtr0074928,FBtr0084440,FBtr0073270,FBtr0078627
1283,FBtr0077454,FBtr0332551,FBtr0300612,FBtr0114616
1284,FBtr0078921,FBtr0082555,FBtr0070829,FBtr0342855
1285,FBtr0077267,FBtr0086034,FBtr0086864,FBtr0071326
1286,FBtr0071706,FBtr0076444,FBtr0100028,FBtr0113296
1287,FBtr0331274,FBtr0479960,FBtr0086582,FBtr0084802
1288,FBtr0085645,FBtr0072823,FBtr0072151,FBtr0075564
1289,FBtr0087421,FBtr0080122,FBtr0083816,FBtr0083238
1290,FBtr0073850,FBtr0073518,FBtr0100022,FBtr0310332
1291,FBtr0084460,FBtr0332819,FBtr0073051,FBtr0077827
1292,FBtr0078328,FBtr0332238,FBtr0077171,FBtr0070531
1293,FBtr0347386,FBtr0086003,FBtr0077962,FBtr0083674
1294,FBtr0079368,FBtr0321304,FBtr0100020,FBtr0079788
1295,FBtr0343542,FBtr0072903,FBtr0076506,FBtr0340723
1296,FBtr0331272,FBtr0088478,FBtr0077511,FBtr0081125
1297,FBtr0075970,FBtr0073103,FBtr0087523,FBtr0077017
1298,FBtr0086225,FBtr0089524,FBtr0445182,FBtr0072375
1299,FBtr0082876,FBtr0082848,FBtr0084401,FBtr0087603
1300,FBtr0343315,FBtr0305341,FBtr0110944,FBtr0072391
1301,FBtr0081985,FBtr0087902,FBtr0072159,FBtr0075813
1302,FBtr0086286,FBtr0346845,FBtr0078297,FBtr0072451
1303,FBtr0343231,FBtr0076210,FBtr0080146,FBtr0084450
1304,FBtr0332275,FBtr0089624,FBtr0100019,FBtr0344913
1305,FBtr0074240,FBtr0083392,FBtr0073131,FBtr0340687
