transcript_id	gene_id
FBtr0075685	Dmel_CG13477
FBtr0075687	Dmel_CG13476
FBtr0075689	Dmel_CG13473
FBtr0075690	Dmel_CG9384
FBtr0075691	Dmel_CG13472
FBtr0075693	Dmel_CG9425
FBtr0075695	Dmel_CG17839
FBtr0075697	Dmel_CG5272
FBtr0075698	Dmel_CG5258
FBtr0075699	Dmel_CG5295
FBtr0075700	Dmel_CG9311
FBtr0075701	Dmel_CG17173
FBtr0075703	Dmel_CG33261
FBtr0075704	Dmel_CG33261
FBtr0075705	Dmel_CG33261
FBtr0075706	Dmel_CG33261
FBtr0075707	Dmel_CG33261
FBtr0075708	Dmel_CG33261
FBtr0075709	Dmel_CG13471
FBtr0075710	Dmel_CG17177
FBtr0075711	Dmel_CG13474
FBtr0075712	Dmel_CG4914
FBtr0075713	Dmel_CR32142
FBtr0075714	Dmel_CG4879
FBtr0075715	Dmel_CG4879
FBtr0075718	Dmel_CG4994
FBtr0075719	Dmel_CG4994
FBtr0075720	Dmel_CG13475
FBtr0075722	Dmel_CG13480
FBtr0075723	Dmel_CG9238
FBtr0075724	Dmel_CG9238
FBtr0075728	Dmel_CG3836
FBtr0075729	Dmel_CG3868
FBtr0075735	Dmel_CG32141
FBtr0075736	Dmel_CG7768
FBtr0075737	Dmel_CG7768
FBtr0075740	Dmel_CG7924
FBtr0075741	Dmel_CG7906
FBtr0075743	Dmel_CG17697
FBtr0075744	Dmel_CG13482
FBtr0075746	Dmel_CG5893
FBtr0075747	Dmel_CG32139
FBtr0075748	Dmel_CG7345
FBtr0075749	Dmel_CG17285
FBtr0075750	Dmel_CG17285
FBtr0075751	Dmel_CG32136
FBtr0075753	Dmel_CG7002
FBtr0075754	Dmel_CG13737
FBtr0075755	Dmel_CG13737
FBtr0075756	Dmel_CG9206
FBtr0075757	Dmel_CG32137
FBtr0075758	Dmel_CG32137
FBtr0075759	Dmel_CG9028
FBtr0075761	Dmel_CG8937
FBtr0075762	Dmel_CG8937
FBtr0075763	Dmel_CG8937
FBtr0075765	Dmel_CG9040
FBtr0075766	Dmel_CG8947
FBtr0075767	Dmel_CG17361
FBtr0075768	Dmel_CG9007
FBtr0075769	Dmel_CG6650
FBtr0075770	Dmel_CG6661
FBtr0075771	Dmel_CG6603
FBtr0075772	Dmel_CG6603
FBtr0075773	Dmel_CG6603
FBtr0075774	Dmel_CG6833
FBtr0075775	Dmel_CG32138
FBtr0075776	Dmel_CG32138
FBtr0075777	Dmel_CG6760
FBtr0075778	Dmel_CG32134
FBtr0075779	Dmel_CG8100
FBtr0075780	Dmel_CG13484
FBtr0075782	Dmel_CG6513
FBtr0075783	Dmel_CG6513
FBtr0075784	Dmel_CG32133
FBtr0075785	Dmel_CG8783
FBtr0075786	Dmel_CG8783
FBtr0075787	Dmel_CG17359
FBtr0075790	Dmel_CG13738
FBtr0075791	Dmel_CG8474
FBtr0075792	Dmel_CG8833
FBtr0075793	Dmel_CG8865
FBtr0075794	Dmel_CG8865
FBtr0075795	Dmel_CG8865
FBtr0075796	Dmel_CG8865
FBtr0075801	Dmel_CG8745
FBtr0075802	Dmel_CG8750
FBtr0075806	Dmel_CG32130
FBtr0075807	Dmel_CG32130
FBtr0075808	Dmel_CG32130
FBtr0075809	Dmel_CG32130
FBtr0075810	Dmel_CG10741
FBtr0075811	Dmel_CG10741
FBtr0075812	Dmel_CG17689
FBtr0075813	Dmel_CG10743
FBtr0075814	Dmel_CG10743
FBtr0075817	Dmel_CG10710
FBtr0075818	Dmel_CG10711
FBtr0075819	Dmel_CG10083
FBtr0075820	Dmel_CG10089
FBtr0075821	Dmel_CG10089
FBtr0075822	Dmel_CG10089
FBtr0075823	Dmel_CG10089
FBtr0075824	Dmel_CG10116
FBtr0075825	Dmel_CG10133
FBtr0075828	Dmel_CR32129
FBtr0075829	Dmel_CR32128
FBtr0075830	Dmel_CR32126
FBtr0075831	Dmel_CR32127
FBtr0075832	Dmel_CG11282
FBtr0075833	Dmel_CG11282
FBtr0075834	Dmel_CR32125
FBtr0075836	Dmel_CG17673
FBtr0075837	Dmel_CG14113
FBtr0075839	Dmel_CG11051
FBtr0075840	Dmel_CG14112
FBtr0075842	Dmel_CG10717
FBtr0075843	Dmel_CG10717
FBtr0075844	Dmel_CG14110
FBtr0075845	Dmel_CG10724
FBtr0075846	Dmel_CG10724
FBtr0075847	Dmel_CR32124
FBtr0075850	Dmel_CG14109
FBtr0075851	Dmel_CG10732
FBtr0075852	Dmel_CG10732
FBtr0075853	Dmel_CG10140
FBtr0075854	Dmel_CG10154
FBtr0075855	Dmel_CG10713
FBtr0075856	Dmel_CR32122
FBtr0075857	Dmel_CG14105
FBtr0075858	Dmel_CG14106
FBtr0075859	Dmel_CG33263
FBtr0075861	Dmel_CG10222
FBtr0075862	Dmel_CG32120
FBtr0075863	Dmel_CG10191
FBtr0075864	Dmel_CG10171
FBtr0075865	Dmel_CG10171
FBtr0075866	Dmel_CG14107
FBtr0075867	Dmel_CG32119
FBtr0075868	Dmel_CG14120
FBtr0075870	Dmel_CG14118
FBtr0075871	Dmel_CG10749
FBtr0075872	Dmel_CG11262
FBtr0075873	Dmel_CG11263
FBtr0075875	Dmel_CG11267
FBtr0075876	Dmel_CG11268
FBtr0075878	Dmel_CG11271
FBtr0075883	Dmel_CG11274
FBtr0075884	Dmel_CG11276
FBtr0075885	Dmel_CG11276
FBtr0075886	Dmel_CG11278
FBtr0075887	Dmel_CG11279
FBtr0075890	Dmel_CG11280
FBtr0075891	Dmel_CG11251
FBtr0075892	Dmel_CG17300
FBtr0075893	Dmel_CG14115
FBtr0075894	Dmel_CG11253
FBtr0075895	Dmel_CG11255
FBtr0075896	Dmel_CG11255
FBtr0075897	Dmel_CG11258
FBtr0075898	Dmel_CG11259
FBtr0075899	Dmel_CG11261
FBtr0075900	Dmel_CG10748
FBtr0075901	Dmel_CG33264
FBtr0075902	Dmel_CG33264
FBtr0075903	Dmel_CG10752
FBtr0075904	Dmel_CG32115
FBtr0075905	Dmel_CG32117
FBtr0075908	Dmel_CG10571
FBtr0075909	Dmel_CG10605
FBtr0075911	Dmel_CG10601
FBtr0075912	Dmel_CG10601
FBtr0075913	Dmel_CG10975
FBtr0075914	Dmel_CG10975
FBtr0075915	Dmel_CG32112
FBtr0075917	Dmel_CG32112
FBtr0075918	Dmel_CG32109
FBtr0075919	Dmel_CG10984
FBtr0075920	Dmel_CG10984
FBtr0075921	Dmel_CG10984
FBtr0075923	Dmel_CG17666
FBtr0075924	Dmel_CG17666
FBtr0075927	Dmel_CG11006
FBtr0075928	Dmel_CG11006
FBtr0075929	Dmel_CG11006
FBtr0075931	Dmel_CG32110
FBtr0075935	Dmel_CG11010
FBtr0075936	Dmel_CG10943
FBtr0075938	Dmel_CG10948
FBtr0075939	Dmel_CG10948
FBtr0075941	Dmel_CG10960
FBtr0075942	Dmel_CG10960
FBtr0075943	Dmel_CG10960
FBtr0075944	Dmel_CG10754
FBtr0075945	Dmel_CG10967
FBtr0075946	Dmel_CG10969
FBtr0075948	Dmel_CG10971
FBtr0075949	Dmel_CG10971
FBtr0075951	Dmel_CG5433
FBtr0075952	Dmel_CG10753
FBtr0075953	Dmel_CG32105
FBtr0075954	Dmel_CG10418
FBtr0075955	Dmel_CG10436
FBtr0075956	Dmel_CG10616
FBtr0075957	Dmel_CG10681
FBtr0075958	Dmel_CG10682
FBtr0075959	Dmel_CG10686
FBtr0075960	Dmel_CG14121
FBtr0075961	Dmel_CG10688
FBtr0075965	Dmel_CG4069
FBtr0075966	Dmel_CG10620
FBtr0075967	Dmel_CG10627
FBtr0075968	Dmel_CG4153
FBtr0075969	Dmel_CG4107
FBtr0075970	Dmel_CG10522
FBtr0075971	Dmel_CG10654
FBtr0075972	Dmel_CG10646
FBtr0075975	Dmel_CG10657
FBtr0075976	Dmel_CG10660
FBtr0075978	Dmel_CG32102
FBtr0075979	Dmel_CG10488
FBtr0075980	Dmel_CG10704
FBtr0075981	Dmel_CG4237
FBtr0075982	Dmel_CG32103
FBtr0075983	Dmel_CG32103
FBtr0075985	Dmel_CG14122
FBtr0075986	Dmel_CG32104
FBtr0075987	Dmel_CG4357
FBtr0075989	Dmel_CG10698
FBtr0075990	Dmel_CG17154
FBtr0075991	Dmel_CG6801
FBtr0075992	Dmel_CG17153
FBtr0075993	Dmel_CG11560
FBtr0075995	Dmel_CG11534
FBtr0075997	Dmel_CG6811
FBtr0075998	Dmel_CG6827
FBtr0075999	Dmel_CG6827
FBtr0076000	Dmel_CG32099
FBtr0076001	Dmel_CG6906
FBtr0076003	Dmel_CG6917
FBtr0076004	Dmel_CG17148
FBtr0076005	Dmel_CG11529
FBtr0076006	Dmel_CG32100
FBtr0076007	Dmel_CG10426
FBtr0076009	Dmel_CG4300
FBtr0076010	Dmel_CG4300
FBtr0076011	Dmel_CG10335
FBtr0076016	Dmel_CG5626
FBtr0076017	Dmel_CG17146
FBtr0076018	Dmel_CG17146
FBtr0076019	Dmel_CG5632
FBtr0076020	Dmel_CG5638
FBtr0076022	Dmel_CG5642
FBtr0076023	Dmel_CG9762
FBtr0076024	Dmel_CG5645
FBtr0076026	Dmel_CG17152
FBtr0076027	Dmel_CG5654
FBtr0076028	Dmel_CG14131
FBtr0076029	Dmel_CG10907
FBtr0076030	Dmel_CG7293
FBtr0076031	Dmel_CG14130
FBtr0076032	Dmel_CG7283
FBtr0076035	Dmel_CG7264
FBtr0076037	Dmel_CG14127
FBtr0076038	Dmel_CG11588
FBtr0076040	Dmel_CG7257
FBtr0076041	Dmel_CG7252
FBtr0076042	Dmel_CG17826
FBtr0076043	Dmel_CG7248
FBtr0076044	Dmel_CG14125
FBtr0076048	Dmel_CG6931
FBtr0076049	Dmel_CG6928
FBtr0076050	Dmel_CG6928
FBtr0076051	Dmel_CG6793
FBtr0076052	Dmel_CG5661
FBtr0076053	Dmel_CG32096
FBtr0076054	Dmel_CG32096
FBtr0076055	Dmel_CG32096
FBtr0076056	Dmel_CG32096
FBtr0076057	Dmel_CG32096
FBtr0076058	Dmel_CG5684
FBtr0076059	Dmel_CG5684
FBtr0076060	Dmel_CG5684
FBtr0076061	Dmel_CG5688
FBtr0076062	Dmel_CG18593
FBtr0076063	Dmel_CG33265
FBtr0076064	Dmel_CG5700
FBtr0076066	Dmel_CG9781
FBtr0076067	Dmel_CG5883
FBtr0076069	Dmel_CG5718
FBtr0076071	Dmel_CG5906
FBtr0076074	Dmel_CG12521
FBtr0076075	Dmel_CG5940
FBtr0076077	Dmel_CG32095
FBtr0076078	Dmel_CG5946
FBtr0076079	Dmel_CG5946
FBtr0076080	Dmel_CG11597
FBtr0076083	Dmel_CR32093
FBtr0076084	Dmel_CG10361
FBtr0076085	Dmel_CG5964
FBtr0076086	Dmel_CG11621
FBtr0076087	Dmel_CG11621
FBtr0076088	Dmel_CG11621
FBtr0076089	Dmel_CG11611
FBtr0076090	Dmel_CG32090
FBtr0076091	Dmel_CG32089
FBtr0076093	Dmel_CG7533
FBtr0076094	Dmel_CG33500
FBtr0076095	Dmel_CG18087
FBtr0076096	Dmel_CG11720
FBtr0076098	Dmel_CG7394
FBtr0076100	Dmel_CG7377
FBtr0076102	Dmel_CG7351
FBtr0076103	Dmel_CG18815
FBtr0076104	Dmel_CG18815
FBtr0076105	Dmel_CG18815
FBtr0076106	Dmel_CG32091
FBtr0076107	Dmel_CG7339
FBtr0076108	Dmel_CG10415
FBtr0076114	Dmel_CG7314
FBtr0076115	Dmel_CG7314
FBtr0076117	Dmel_CG32087
FBtr0076118	Dmel_CG7303
FBtr0076119	Dmel_CG6004
FBtr0076123	Dmel_CG6038
FBtr0076124	Dmel_CG11658
FBtr0076125	Dmel_CG11658
FBtr0076126	Dmel_CG11658
FBtr0076127	Dmel_CG11658
FBtr0076128	Dmel_CG11658
FBtr0076130	Dmel_CG11652
FBtr0076131	Dmel_CG11652
FBtr0076133	Dmel_CG32085
FBtr0076134	Dmel_CG11660
FBtr0076135	Dmel_CG11660
FBtr0076136	Dmel_CG6071
FBtr0076137	Dmel_CG6083
FBtr0076138	Dmel_CG6084
FBtr0076139	Dmel_CG6084
FBtr0076140	Dmel_CG18331
FBtr0076144	Dmel_CG14137
FBtr0076145	Dmel_CG33268
FBtr0076146	Dmel_CG6097
FBtr0076147	Dmel_CG32086
FBtr0076148	Dmel_CG33269
FBtr0076149	Dmel_CG33270
FBtr0076150	Dmel_CG33271
FBtr0076156	Dmel_CG11714
FBtr0076159	Dmel_CG33272
FBtr0076160	Dmel_CG6132
FBtr0076161	Dmel_CG7616
FBtr0076163	Dmel_CG7607
FBtr0076164	Dmel_CG14141
FBtr0076165	Dmel_CG7600
FBtr0076168	Dmel_CG7590
FBtr0076171	Dmel_CG7573
FBtr0076172	Dmel_CG11726
FBtr0076173	Dmel_CG7560
FBtr0076174	Dmel_CG7557
FBtr0076175	Dmel_CG7557
FBtr0076176	Dmel_CG7551
FBtr0076177	Dmel_CG6140
FBtr0076178	Dmel_CG12289
FBtr0076181	Dmel_CG6163
FBtr0076182	Dmel_CG6168
FBtr0076183	Dmel_CG6175
FBtr0076185	Dmel_CG6185
FBtr0076186	Dmel_CG6190
FBtr0076187	Dmel_CG6199
FBtr0076188	Dmel_CG6199
FBtr0076189	Dmel_CG6207
FBtr0076190	Dmel_CG6207
FBtr0076191	Dmel_CG7941
FBtr0076192	Dmel_CG18349
FBtr0076193	Dmel_CG18348
FBtr0076194	Dmel_CG14147
FBtr0076196	Dmel_CG7923
FBtr0076198	Dmel_CG32081
FBtr0076199	Dmel_CG7888
FBtr0076200	Dmel_CG7888
FBtr0076201	Dmel_CG7888
FBtr0076202	Dmel_CG14145
FBtr0076203	Dmel_CG7869
FBtr0076204	Dmel_CG33048
FBtr0076205	Dmel_CG33048
FBtr0076207	Dmel_CG7839
FBtr0076208	Dmel_CG7828
FBtr0076209	Dmel_CG12522
FBtr0076210	Dmel_CG7638
FBtr0076211	Dmel_CG7636
FBtr0076214	Dmel_CG32077
FBtr0076216	Dmel_CG32082
FBtr0076217	Dmel_CG32076
FBtr0076218	Dmel_CG6210
FBtr0076219	Dmel_CG6210
FBtr0076221	Dmel_CG6216
FBtr0076222	Dmel_CG32074
FBtr0076223	Dmel_CG6233
FBtr0076229	Dmel_CG11793
FBtr0076230	Dmel_CG32073
FBtr0076231	Dmel_CG32071
FBtr0076232	Dmel_CG32072
FBtr0076234	Dmel_CG6272
FBtr0076236	Dmel_CG6297
FBtr0076237	Dmel_CG6297
FBtr0076238	Dmel_CG6302
FBtr0076239	Dmel_CG6310
FBtr0076240	Dmel_CG32075
FBtr0076241	Dmel_CG32069
FBtr0076242	Dmel_CG6321
FBtr0076247	Dmel_CG12296
FBtr0076250	Dmel_CG6391
FBtr0076251	Dmel_CG6391
FBtr0076252	Dmel_CG6391
FBtr0076253	Dmel_CG8019
FBtr0076254	Dmel_CG8009
FBtr0076255	Dmel_CG8009
FBtr0076256	Dmel_CG18628
FBtr0076257	Dmel_CG14154
FBtr0076258	Dmel_CG14154
FBtr0076259	Dmel_CG14153
FBtr0076260	Dmel_CG8003
FBtr0076262	Dmel_CG32067
FBtr0076263	Dmel_CG32067
FBtr0076264	Dmel_CG32067
FBtr0076265	Dmel_CG11811
FBtr0076266	Dmel_CG12523
FBtr0076267	Dmel_CG7958
FBtr0076268	Dmel_CG7958
FBtr0076269	Dmel_CG14149
FBtr0076270	Dmel_CG7949
FBtr0076271	Dmel_CG6404
FBtr0076272	Dmel_CG6404
FBtr0076273	Dmel_CG6409
FBtr0076274	Dmel_CG6418
FBtr0076276	Dmel_CG6463
FBtr0076277	Dmel_CG32066
FBtr0076278	Dmel_CG32066
FBtr0076279	Dmel_CG6502
FBtr0076280	Dmel_CG14151
FBtr0076281	Dmel_CG12362
FBtr0076282	Dmel_CG12362
FBtr0076285	Dmel_CG32061
FBtr0076286	Dmel_CG32063
FBtr0076288	Dmel_CG32064
FBtr0076291	Dmel_CG6527
FBtr0076292	Dmel_CG6539
FBtr0076293	Dmel_CG32058
FBtr0076294	Dmel_CG12303
FBtr0076295	Dmel_CG8072
FBtr0076297	Dmel_CG14157
FBtr0076299	Dmel_CG6577
FBtr0076300	Dmel_CG14156
FBtr0076301	Dmel_CG32056
FBtr0076302	Dmel_CG32056
FBtr0076303	Dmel_CG32056
FBtr0076304	Dmel_CG32055
FBtr0076305	Dmel_CG6611
FBtr0076307	Dmel_CG6611
FBtr0076308	Dmel_CG32057
FBtr0076309	Dmel_CG32057
FBtr0076310	Dmel_CG32057
FBtr0076311	Dmel_CG6628
FBtr0076314	Dmel_CG32054
FBtr0076315	Dmel_CG32053
FBtr0076316	Dmel_CG14160
FBtr0076317	Dmel_CG8177
FBtr0076318	Dmel_CG8177
FBtr0076319	Dmel_CG8177
FBtr0076320	Dmel_CG8177
FBtr0076321	Dmel_CG8177
FBtr0076322	Dmel_CG8177
FBtr0076323	Dmel_CG8177
FBtr0076324	Dmel_CG8177
FBtr0076325	Dmel_CG8177
FBtr0076326	Dmel_CG8177
FBtr0076327	Dmel_CG8177
FBtr0076328	Dmel_CG14173
FBtr0076329	Dmel_CG8167
FBtr0076339	Dmel_CG8108
FBtr0076340	Dmel_CG8108
FBtr0076343	Dmel_CG8107
FBtr0076344	Dmel_CG8104
FBtr0076347	Dmel_CG8091
FBtr0076348	Dmel_CG11989
FBtr0076349	Dmel_CG11989
FBtr0076350	Dmel_CG11989
FBtr0076351	Dmel_CG11989
FBtr0076352	Dmel_CG11989
FBtr0076353	Dmel_CG14162
FBtr0076354	Dmel_CG6674
FBtr0076355	Dmel_CG6685
FBtr0076356	Dmel_CG6707
FBtr0076357	Dmel_CG6707
FBtr0076358	Dmel_CG6707
FBtr0076359	Dmel_CG14164
FBtr0076360	Dmel_CG6709
FBtr0076361	Dmel_CG6711
FBtr0076362	Dmel_CG6718
FBtr0076363	Dmel_CG6718
FBtr0076364	Dmel_CG6718
FBtr0076365	Dmel_CG6718
FBtr0076366	Dmel_CG10809
FBtr0076367	Dmel_CG6721
FBtr0076368	Dmel_CG6721
FBtr0076369	Dmel_CG10572
FBtr0076370	Dmel_CG10574
FBtr0076372	Dmel_CG6736
FBtr0076373	Dmel_CG14167
FBtr0076375	Dmel_CG12526
FBtr0076379	Dmel_CG3222
FBtr0076380	Dmel_CG3306
FBtr0076382	Dmel_CG3322
FBtr0076383	Dmel_CG3335
FBtr0076384	Dmel_CG8336
FBtr0076385	Dmel_CG8336
FBtr0076386	Dmel_CG8336
FBtr0076387	Dmel_CG8329
FBtr0076388	Dmel_CG18179
FBtr0076389	Dmel_CG18180
FBtr0076392	Dmel_CG16717
FBtr0076393	Dmel_CG8308
FBtr0076394	Dmel_CG16719
FBtr0076395	Dmel_CG8284
FBtr0076396	Dmel_CG16711
FBtr0076398	Dmel_CG16707
FBtr0076399	Dmel_CG16707
FBtr0076400	Dmel_CG16707
FBtr0076401	Dmel_CG16707
FBtr0076402	Dmel_CG14174
FBtr0076403	Dmel_CG18176
FBtr0076405	Dmel_CG8189
FBtr0076410	Dmel_CG6749
FBtr0076412	Dmel_CG18178
FBtr0076413	Dmel_CG6757
FBtr0076414	Dmel_CG6761
FBtr0076415	Dmel_CG6767
FBtr0076416	Dmel_CG6767
FBtr0076417	Dmel_CG32045
FBtr0076420	Dmel_CG14176
FBtr0076421	Dmel_CG3088
FBtr0076423	Dmel_CG3395
FBtr0076424	Dmel_CG3395
FBtr0076425	Dmel_CG3395
FBtr0076426	Dmel_CG3408
FBtr0076427	Dmel_CG3424
FBtr0076429	Dmel_CG4476
FBtr0076430	Dmel_CG4477
FBtr0076432	Dmel_CG32042
FBtr0076433	Dmel_CG32042
FBtr0076434	Dmel_CG32042
FBtr0076435	Dmel_CG32042
FBtr0076439	Dmel_CG4437
FBtr0076440	Dmel_CG32040
FBtr0076441	Dmel_CG32039
FBtr0076444	Dmel_CG4447
FBtr0076452	Dmel_CG4461
FBtr0076453	Dmel_CG4463
FBtr0076454	Dmel_CG4466
FBtr0076455	Dmel_CG3672
FBtr0076456	Dmel_CG3689
FBtr0076457	Dmel_CG3705
FBtr0076458	Dmel_CG3715
FBtr0076459	Dmel_CG3743
FBtr0076460	Dmel_CG3743
FBtr0076461	Dmel_CG3529
FBtr0076462	Dmel_CG32038
FBtr0076463	Dmel_CG3552
FBtr0076468	Dmel_CG3654
FBtr0076469	Dmel_CG32037
FBtr0076471	Dmel_CG3428
FBtr0076472	Dmel_CG3431
FBtr0076473	Dmel_CG3434
FBtr0076475	Dmel_CG3445
FBtr0076476	Dmel_CG3448
FBtr0076479	Dmel_CG3922
FBtr0076480	Dmel_CG3967
FBtr0076481	Dmel_CG3967
FBtr0076482	Dmel_CG3967
FBtr0076483	Dmel_CG3967
FBtr0076484	Dmel_CG3967
FBtr0076485	Dmel_CG3982
FBtr0076486	Dmel_CG4022
FBtr0076487	Dmel_CG4035
FBtr0076488	Dmel_CG4035
FBtr0076489	Dmel_CG4035
FBtr0076490	Dmel_CG4035
FBtr0076491	Dmel_CG4035
FBtr0076492	Dmel_CG4035
FBtr0076493	Dmel_CG4035
FBtr0076494	Dmel_CG4080
FBtr0076495	Dmel_CG4167
FBtr0076496	Dmel_CG4183
FBtr0076497	Dmel_CG4190
FBtr0076498	Dmel_CG4205
FBtr0076499	Dmel_CG10923
FBtr0076500	Dmel_CG4347
FBtr0076501	Dmel_CG4347
FBtr0076502	Dmel_CG4483
FBtr0076503	Dmel_CG4484
FBtr0076504	Dmel_CG3891
FBtr0076505	Dmel_CR32034
FBtr0076506	Dmel_CG4999
FBtr0076507	Dmel_CG4999
FBtr0076508	Dmel_CG4999
FBtr0076510	Dmel_CG5008
FBtr0076511	Dmel_CG5012
FBtr0076512	Dmel_CG13313
FBtr0076513	Dmel_CG5021
FBtr0076514	Dmel_CG5021
FBtr0076515	Dmel_CG5026
FBtr0076516	Dmel_CG5026
FBtr0076517	Dmel_CG5064
FBtr0076518	Dmel_CG13314
FBtr0076519	Dmel_CG5068
FBtr0076520	Dmel_CG5087
FBtr0076521	Dmel_CG5093
FBtr0076522	Dmel_CG5133
FBtr0076523	Dmel_CG5144
FBtr0076524	Dmel_CG4942
FBtr0076525	Dmel_CG4821
FBtr0076527	Dmel_CG4821
FBtr0076529	Dmel_CG32032
FBtr0076530	Dmel_CG13315
FBtr0076531	Dmel_CG4665
FBtr0076534	Dmel_CG10537
FBtr0076536	Dmel_CG10537
FBtr0076537	Dmel_CG14181
FBtr0076538	Dmel_CG4760
FBtr0076539	Dmel_CG4760
FBtr0076540	Dmel_CG4760
FBtr0076541	Dmel_CG4760
FBtr0076542	Dmel_CG4911
FBtr0076543	Dmel_CG32031
FBtr0076544	Dmel_CG32031
FBtr0076545	Dmel_CG32031
FBtr0076546	Dmel_CG32031
FBtr0076547	Dmel_CG5187
FBtr0076548	Dmel_CG5194
FBtr0076549	Dmel_CG5263
FBtr0076550	Dmel_CG5263
FBtr0076551	Dmel_CG5263
FBtr0076552	Dmel_CG5280
FBtr0076553	Dmel_CG5288
FBtr0076554	Dmel_CG5288
FBtr0076555	Dmel_CG5288
FBtr0076556	Dmel_CG5644
FBtr0076557	Dmel_CG5651
FBtr0076558	Dmel_CG5651
FBtr0076559	Dmel_CG5653
FBtr0076560	Dmel_CG5660
FBtr0076567	Dmel_CG32029
FBtr0076568	Dmel_CG6486
FBtr0076569	Dmel_CG6494
FBtr0076570	Dmel_CG6511
FBtr0076571	Dmel_CG6517
FBtr0076572	Dmel_CG6519
FBtr0076573	Dmel_CG6524
FBtr0076574	Dmel_CG6533
FBtr0076576	Dmel_CG6576
FBtr0076580	Dmel_CG32024
FBtr0076582	Dmel_CG13309
FBtr0076583	Dmel_CG4974
FBtr0076584	Dmel_CG32026
FBtr0076585	Dmel_CG4978
FBtr0076587	Dmel_CG13312
FBtr0076588	Dmel_CG32023
FBtr0076589	Dmel_CG13311
FBtr0076590	Dmel_CG13310
FBtr0076591	Dmel_CG5804
FBtr0076592	Dmel_CG13306
FBtr0076593	Dmel_CG5939
FBtr0076594	Dmel_CG5939
FBtr0076595	Dmel_CG5939
FBtr0076596	Dmel_CG5939
FBtr0076597	Dmel_CG32022
FBtr0076598	Dmel_CG33162
FBtr0076599	Dmel_CG5962
FBtr0076601	Dmel_CG7076
FBtr0076602	Dmel_CG7081
FBtr0076603	Dmel_CG7108
FBtr0076604	Dmel_CG7083
FBtr0076605	Dmel_CG7112
FBtr0076606	Dmel_CG32356
FBtr0076607	Dmel_CG32356
FBtr0076608	Dmel_CG7118
FBtr0076610	Dmel_CG13667
FBtr0076611	Dmel_CG13667
FBtr0076612	Dmel_CG7127
FBtr0076613	Dmel_CG18543
FBtr0076614	Dmel_CG7037
FBtr0076615	Dmel_CG7037
FBtr0076616	Dmel_CG6964
FBtr0076618	Dmel_CG6964
FBtr0076619	Dmel_CG6964
FBtr0076620	Dmel_CG6745
FBtr0076621	Dmel_CG6765
FBtr0076622	Dmel_CG6776
FBtr0076623	Dmel_CG6781
FBtr0076624	Dmel_CG6817
FBtr0076626	Dmel_CG6822
FBtr0076633	Dmel_CG6253
FBtr0076634	Dmel_CR32911
FBtr0076635	Dmel_CR32910
FBtr0076636	Dmel_CG6282
FBtr0076637	Dmel_CG6282
FBtr0076638	Dmel_CG6372
FBtr0076639	Dmel_CG32351
FBtr0076647	Dmel_CG5971
FBtr0076648	Dmel_CG5978
FBtr0076649	Dmel_CG5989
FBtr0076650	Dmel_CG5994
FBtr0076651	Dmel_CG6638
FBtr0076652	Dmel_CG6662
FBtr0076653	Dmel_CG6673
FBtr0076654	Dmel_CG6673
FBtr0076655	Dmel_CG6683
FBtr0076656	Dmel_CG6694
FBtr0076659	Dmel_CG6983
FBtr0076661	Dmel_CG7015
FBtr0076662	Dmel_CG32354
FBtr0076663	Dmel_CG7161
FBtr0076664	Dmel_CG7163
FBtr0076665	Dmel_CG7163
FBtr0076666	Dmel_CG7170
FBtr0076667	Dmel_CG7176
FBtr0076668	Dmel_CG7176
FBtr0076669	Dmel_CG7176
FBtr0076670	Dmel_CG7176
FBtr0076671	Dmel_CG7176
FBtr0076673	Dmel_CG7176
FBtr0076674	Dmel_CG17352
FBtr0076675	Dmel_CG17352
FBtr0076676	Dmel_CG17352
FBtr0076677	Dmel_CG7182
FBtr0076678	Dmel_CG33057
FBtr0076683	Dmel_CG7919
FBtr0076684	Dmel_CG7927
FBtr0076685	Dmel_CG7935
FBtr0076687	Dmel_CG7942
FBtr0076688	Dmel_CG7962
FBtr0076689	Dmel_CG7972
FBtr0076690	Dmel_CG7979
FBtr0076691	Dmel_CG7986
FBtr0076692	Dmel_CG7986
FBtr0076693	Dmel_CG7986
FBtr0076694	Dmel_CG7999
FBtr0076695	Dmel_CG8005
FBtr0076697	Dmel_CG13679
FBtr0076698	Dmel_CG8006
FBtr0076699	Dmel_CG8012
FBtr0076700	Dmel_CG13678
FBtr0076701	Dmel_CG8023
FBtr0076705	Dmel_CG7062
FBtr0076706	Dmel_CG13671
FBtr0076707	Dmel_CG7066
FBtr0076708	Dmel_CG13670
FBtr0076710	Dmel_CG7185
FBtr0076711	Dmel_CG7188
FBtr0076712	Dmel_CG7188
FBtr0076714	Dmel_CG7194
FBtr0076715	Dmel_CG7197
FBtr0076716	Dmel_CG7201
FBtr0076717	Dmel_CG7207
FBtr0076718	Dmel_CG7213
FBtr0076719	Dmel_CG13674
FBtr0076720	Dmel_CG32364
FBtr0076721	Dmel_CG7366
FBtr0076722	Dmel_CG7375
FBtr0076723	Dmel_CG7387
FBtr0076724	Dmel_CG7404
FBtr0076725	Dmel_CG7404
FBtr0076726	Dmel_CG7476
FBtr0076727	Dmel_CG7476
FBtr0076728	Dmel_CG7436
FBtr0076729	Dmel_CG7487
FBtr0076732	Dmel_CG13676
