transcript_id	gene_id
FBtr0307552	Dmel_CG2118
FBtr0307553	Dmel_CG6123
FBtr0307554	Dmel_CG9565
FBtr0307555	Dmel_CG9565
FBtr0307577	Dmel_CG43376
FBtr0307578	Dmel_CR31845
FBtr0307590	Dmel_CG15252
FBtr0307591	Dmel_CG43386
FBtr0307592	Dmel_CG43386
FBtr0307593	Dmel_CG43386
FBtr0307594	Dmel_CR43387
FBtr0307596	Dmel_CG13827
FBtr0307597	Dmel_CG34387
FBtr0307598	Dmel_CG34387
FBtr0307876	Dmel_CG43388
FBtr0307877	Dmel_CG43388
FBtr0307878	Dmel_CG43388
FBtr0307879	Dmel_CG43388
FBtr0307880	Dmel_CG43388
FBtr0307881	Dmel_CG43388
FBtr0307883	Dmel_CG34350
FBtr0307884	Dmel_CG34377
FBtr0307886	Dmel_CG42655
FBtr0307887	Dmel_CG32106
FBtr0307888	Dmel_CG32106
FBtr0307890	Dmel_CG42816
FBtr0307891	Dmel_CG30128
FBtr0307892	Dmel_CG6923
FBtr0307893	Dmel_CG10076
FBtr0307894	Dmel_CG10076
FBtr0307895	Dmel_CG12598
FBtr0307896	Dmel_CG15224
FBtr0307897	Dmel_CG15728
FBtr0307898	Dmel_CG17762
FBtr0307899	Dmel_CG17762
FBtr0307900	Dmel_CG17762
FBtr0307901	Dmel_CG42687
FBtr0307902	Dmel_CG42687
FBtr0307903	Dmel_CG42687
FBtr0307904	Dmel_CG12233
FBtr0307975	Dmel_CG5505
FBtr0307976	Dmel_CG5505
FBtr0307978	Dmel_CG8995
FBtr0308027	Dmel_CG17200
FBtr0308028	Dmel_CG34145
FBtr0308029	Dmel_CG34366
FBtr0308030	Dmel_CG7007
FBtr0308031	Dmel_CG7014
FBtr0308033	Dmel_CG11347
FBtr0308034	Dmel_CG11347
FBtr0308035	Dmel_CG1264
FBtr0308037	Dmel_CG15186
FBtr0308038	Dmel_CG15186
FBtr0308039	Dmel_CG15186
FBtr0308057	Dmel_CG33269
FBtr0308058	Dmel_CG43391
FBtr0308059	Dmel_CG43390
FBtr0308060	Dmel_CG43392
FBtr0308061	Dmel_CG11505
FBtr0308062	Dmel_CG43389
FBtr0308063	Dmel_CG12078
FBtr0308064	Dmel_CG33192
FBtr0308065	Dmel_CG7106
FBtr0308067	Dmel_CR43282
FBtr0308068	Dmel_CR43282
FBtr0308070	Dmel_CG10353
FBtr0308071	Dmel_CG12268
FBtr0308072	Dmel_CG13636
FBtr0308073	Dmel_CG17734
FBtr0308074	Dmel_CG2125
FBtr0308075	Dmel_CG2698
FBtr0308076	Dmel_CG2698
FBtr0308077	Dmel_CG11052
FBtr0308078	Dmel_CG11052
FBtr0308080	Dmel_CG4475
FBtr0308081	Dmel_CG7464
FBtr0308082	Dmel_CG7990
FBtr0308083	Dmel_CG10844
FBtr0308084	Dmel_CG15224
FBtr0308085	Dmel_CG15224
FBtr0308086	Dmel_CG1674
FBtr0308087	Dmel_CG1674
FBtr0308088	Dmel_CG1725
FBtr0308089	Dmel_CG1725
FBtr0308091	Dmel_CG2674
FBtr0308092	Dmel_CG33172
FBtr0308093	Dmel_CG34417
FBtr0308094	Dmel_CG42543
FBtr0308117	Dmel_CR41443
FBtr0308118	Dmel_CG2530
FBtr0308119	Dmel_CG2530
FBtr0308120	Dmel_CG2530
FBtr0308121	Dmel_CG31875
FBtr0308122	Dmel_CG31755
FBtr0308123	Dmel_CG6203
FBtr0308125	Dmel_CG31774
FBtr0308126	Dmel_CG31774
FBtr0308127	Dmel_CG31774
FBtr0308128	Dmel_CG8544
FBtr0308129	Dmel_CG8544
FBtr0308130	Dmel_CG8544
FBtr0308131	Dmel_CG8544
FBtr0308132	Dmel_CG8544
FBtr0308133	Dmel_CG8544
FBtr0308134	Dmel_CG8544
FBtr0308135	Dmel_CG43355
FBtr0308136	Dmel_CG4922
FBtr0308188	Dmel_CG34172
FBtr0308189	Dmel_CG10874
FBtr0308190	Dmel_CG5928
FBtr0308191	Dmel_CG9652
FBtr0308192	Dmel_CG14206
FBtr0308193	Dmel_CG10701
FBtr0308194	Dmel_CG10701
FBtr0308195	Dmel_CG10851
FBtr0308196	Dmel_CG10851
FBtr0308197	Dmel_CG10851
FBtr0308198	Dmel_CG11140
FBtr0308199	Dmel_CG12348
FBtr0308200	Dmel_CG12348
FBtr0308201	Dmel_CG15015
FBtr0308202	Dmel_CG15015
FBtr0308204	Dmel_CG17233
FBtr0308205	Dmel_CG30343
FBtr0308206	Dmel_CG2049
FBtr0308207	Dmel_CG13376
FBtr0308208	Dmel_CG3114
FBtr0308209	Dmel_CG3114
FBtr0308210	Dmel_CG31374
FBtr0308211	Dmel_CG6744
FBtr0308212	Dmel_CG32156
FBtr0308213	Dmel_CG32156
FBtr0308214	Dmel_CG32156
FBtr0308215	Dmel_CG32156
FBtr0308216	Dmel_CG32156
FBtr0308217	Dmel_CG32717
FBtr0308218	Dmel_CG32717
FBtr0308219	Dmel_CG32717
FBtr0308220	Dmel_CG32717
FBtr0308221	Dmel_CG42338
FBtr0308222	Dmel_CG42338
FBtr0308223	Dmel_CG42338
FBtr0308226	Dmel_CG43286
FBtr0308227	Dmel_CG43286
FBtr0308228	Dmel_CG4532
FBtr0308229	Dmel_CG13810
FBtr0308230	Dmel_CG5707
FBtr0308231	Dmel_CG5707
FBtr0308232	Dmel_CG6103
FBtr0308233	Dmel_CG7107
FBtr0308234	Dmel_CG7107
FBtr0308235	Dmel_CG7178
FBtr0308236	Dmel_CG7178
FBtr0308237	Dmel_CG7178
FBtr0308238	Dmel_CG7582
FBtr0308239	Dmel_CG6562
FBtr0308240	Dmel_CG43393
FBtr0308241	Dmel_CG13502
FBtr0308243	Dmel_CG17058
FBtr0308245	Dmel_CG3376
FBtr0308246	Dmel_CG11617
FBtr0308247	Dmel_CG2316
FBtr0308248	Dmel_CG2219
FBtr0308249	Dmel_CG31998
FBtr0308251	Dmel_CG33978
FBtr0308252	Dmel_CG17075
FBtr0308253	Dmel_CG3696
FBtr0308254	Dmel_CG3696
FBtr0308255	Dmel_CG3696
FBtr0308256	Dmel_CG1587
FBtr0308257	Dmel_CG3022
FBtr0308292	Dmel_CG4702
FBtr0308293	Dmel_CG4702
FBtr0308294	Dmel_CG4702
FBtr0308296	Dmel_CG2168
FBtr0308297	Dmel_CG17245
FBtr0308298	Dmel_CG43394
FBtr0308299	Dmel_CG43394
FBtr0308305	Dmel_CG13686
FBtr0308308	Dmel_CG43395
FBtr0308309	Dmel_CG43395
FBtr0308310	Dmel_CG43395
FBtr0308311	Dmel_CG12017
FBtr0308312	Dmel_CG12017
FBtr0308313	Dmel_CG12017
FBtr0308314	Dmel_CG12009
FBtr0308315	Dmel_CG3488
FBtr0308316	Dmel_CG1147
FBtr0308317	Dmel_CG1147
FBtr0308318	Dmel_CG1147
FBtr0308319	Dmel_CG11491
FBtr0308320	Dmel_CG14797
FBtr0308321	Dmel_CG32809
FBtr0308322	Dmel_CG32809
FBtr0308323	Dmel_CG32809
FBtr0308324	Dmel_CG32809
FBtr0308325	Dmel_CG12047
FBtr0308326	Dmel_CG12047
FBtr0308327	Dmel_CG12047
FBtr0308328	Dmel_CG12047
FBtr0308329	Dmel_CG12047
FBtr0308330	Dmel_CG12414
FBtr0308331	Dmel_CG12414
FBtr0308332	Dmel_CG12414
FBtr0308333	Dmel_CG17420
FBtr0308334	Dmel_CG17420
FBtr0308335	Dmel_CG17420
FBtr0308336	Dmel_CG17420
FBtr0308337	Dmel_CG18657
FBtr0308338	Dmel_CG12140
FBtr0308339	Dmel_CG3171
FBtr0308342	Dmel_CG34405
FBtr0308343	Dmel_CG34405
FBtr0308344	Dmel_CG34405
FBtr0308345	Dmel_CG34405
FBtr0308346	Dmel_CG34405
FBtr0308347	Dmel_CG34405
FBtr0308348	Dmel_CG4209
FBtr0308349	Dmel_CG4432
FBtr0308350	Dmel_CG6698
FBtr0308351	Dmel_CG7113
FBtr0308352	Dmel_CG7206
FBtr0308353	Dmel_CG16817
FBtr0308354	Dmel_CR42744
FBtr0308355	Dmel_CR42744
FBtr0308356	Dmel_CR42744
FBtr0308357	Dmel_CR42744
FBtr0308358	Dmel_CR42744
FBtr0308359	Dmel_CR42744
FBtr0308360	Dmel_CR42744
FBtr0308361	Dmel_CG14989
FBtr0308362	Dmel_CG14989
FBtr0308363	Dmel_CG14989
FBtr0308492	Dmel_CG43396
FBtr0308493	Dmel_CG43397
FBtr0308494	Dmel_CG43397
FBtr0308495	Dmel_CG11961
FBtr0308497	Dmel_CG12347
FBtr0308498	Dmel_CG33547
FBtr0308502	Dmel_CG5965
FBtr0308561	Dmel_CG10094
FBtr0308562	Dmel_CG13598
FBtr0308563	Dmel_CG13598
FBtr0308564	Dmel_CG13598
FBtr0308565	Dmel_CG13758
FBtr0308566	Dmel_CG17437
FBtr0308567	Dmel_CG13760
FBtr0308568	Dmel_CG14218
FBtr0308569	Dmel_CG14218
FBtr0308570	Dmel_CG14225
FBtr0308571	Dmel_CG14225
FBtr0308572	Dmel_CG15773
FBtr0308574	Dmel_CG17323
FBtr0308575	Dmel_CG17323
FBtr0308576	Dmel_CG1770
FBtr0308577	Dmel_CG3086
FBtr0308578	Dmel_CG31601
FBtr0308579	Dmel_CG3201
FBtr0308580	Dmel_CG32464
FBtr0308581	Dmel_CG32464
FBtr0308582	Dmel_CG32685
FBtr0308583	Dmel_CG32685
FBtr0308584	Dmel_CG32685
FBtr0308585	Dmel_CG33226
FBtr0308589	Dmel_CG34361
FBtr0308590	Dmel_CG34361
FBtr0308591	Dmel_CG34449
FBtr0308592	Dmel_CG3977
FBtr0308593	Dmel_CG3977
FBtr0308594	Dmel_CG3977
FBtr0308595	Dmel_CG4994
FBtr0308596	Dmel_CG42230
FBtr0308597	Dmel_CG42244
FBtr0308598	Dmel_CG42320
FBtr0308599	Dmel_CG42320
FBtr0308600	Dmel_CG42320
FBtr0308601	Dmel_CG11828
FBtr0308602	Dmel_CG4071
FBtr0308603	Dmel_CG4294
FBtr0308604	Dmel_CG4301
FBtr0308605	Dmel_CG4301
FBtr0308606	Dmel_CG4394
FBtr0308607	Dmel_CG4394
FBtr0308608	Dmel_CG43163
FBtr0308609	Dmel_CG43368
FBtr0308610	Dmel_CG5229
FBtr0308611	Dmel_CG5915
FBtr0308612	Dmel_CG5915
FBtr0308613	Dmel_CG8529
FBtr0308614	Dmel_CG9240
FBtr0308615	Dmel_CG34403
FBtr0308616	Dmel_CG10899
FBtr0308617	Dmel_CG3525
FBtr0308618	Dmel_CG3525
FBtr0308619	Dmel_CG3525
FBtr0308620	Dmel_CG43398
FBtr0308621	Dmel_CG43398
FBtr0308622	Dmel_CG43398
FBtr0308623	Dmel_CG43398
FBtr0308624	Dmel_CG43398
FBtr0308625	Dmel_CG43398
FBtr0308626	Dmel_CG43398
FBtr0308627	Dmel_CG43398
FBtr0308628	Dmel_CG43398
FBtr0308629	Dmel_CG43398
FBtr0308630	Dmel_CG43398
FBtr0308631	Dmel_CG43398
FBtr0308632	Dmel_CG43398
FBtr0308633	Dmel_CG43398
FBtr0308634	Dmel_CG43398
FBtr0308635	Dmel_CR43399
FBtr0308636	Dmel_CG43089
FBtr0308637	Dmel_CG32264
FBtr0308638	Dmel_CG32264
FBtr0308639	Dmel_CG32264
FBtr0308640	Dmel_CG34451
FBtr0308641	Dmel_CG10001
FBtr0308642	Dmel_CG10440
FBtr0308644	Dmel_CG11176
FBtr0308646	Dmel_CG5665
FBtr0308647	Dmel_CG5528
FBtr0308648	Dmel_CG5528
FBtr0308649	Dmel_CG13428
FBtr0308650	Dmel_CG15618
FBtr0308651	Dmel_CG16982
FBtr0308652	Dmel_CG13363
FBtr0308653	Dmel_CG3973
FBtr0308654	Dmel_CG14443
FBtr0308655	Dmel_CG5665
FBtr0308679	Dmel_CG10237
FBtr0308681	Dmel_CG12983
FBtr0308682	Dmel_CG13004
FBtr0308683	Dmel_CG14235
FBtr0308684	Dmel_CG16932
FBtr0308686	Dmel_CG2765
FBtr0308687	Dmel_CG2765
FBtr0308688	Dmel_CG3249
FBtr0308689	Dmel_CG3249
FBtr0308691	Dmel_CG42316
FBtr0308694	Dmel_CG4396
FBtr0308698	Dmel_CG4896
FBtr0308699	Dmel_CG6146
FBtr0308700	Dmel_CG8153
FBtr0308705	Dmel_CG9126
FBtr0308707	Dmel_CG3638
FBtr0308708	Dmel_CG43400
FBtr0308744	Dmel_CG43401
FBtr0308745	Dmel_CG43402
FBtr0308746	Dmel_CG43403
FBtr0308748	Dmel_CG13488
FBtr0308751	Dmel_CR43409
FBtr0308752	Dmel_CR43410
FBtr0308753	Dmel_CR43411
FBtr0308754	Dmel_CR43412
FBtr0308755	Dmel_CR43413
FBtr0308759	Dmel_CR43414
FBtr0308760	Dmel_CR43414
FBtr0308761	Dmel_CR43415
FBtr0308762	Dmel_CR43415
FBtr0308763	Dmel_CR43416
FBtr0308764	Dmel_CG5550
FBtr0308765	Dmel_CR43417
FBtr0308766	Dmel_CR43417
FBtr0308767	Dmel_CR43418
FBtr0308768	Dmel_CR43419
FBtr0308769	Dmel_CR43420
FBtr0308770	Dmel_CG42829
FBtr0308771	Dmel_CG43195
FBtr0308772	Dmel_CR43421
FBtr0308773	Dmel_CR43422
FBtr0308774	Dmel_CG5819
FBtr0308775	Dmel_CR43423
FBtr0308776	Dmel_CR43423
FBtr0308777	Dmel_CR43424
FBtr0308778	Dmel_CR43425
FBtr0308779	Dmel_CR43426
FBtr0308780	Dmel_CR43426
FBtr0308781	Dmel_CG3801
FBtr0308782	Dmel_CG43407
FBtr0308785	Dmel_CG9218
FBtr0308786	Dmel_CG9218
FBtr0308790	Dmel_CG9218
FBtr0308791	Dmel_CG9218
FBtr0308792	Dmel_CG9218
FBtr0308793	Dmel_CG9218
FBtr0308795	Dmel_CG9218
FBtr0308796	Dmel_CG9218
FBtr0308797	Dmel_CG9218
FBtr0308800	Dmel_CG17031
FBtr0308801	Dmel_CG17031
FBtr0308802	Dmel_CG17912
FBtr0308803	Dmel_CG17912
FBtr0308804	Dmel_CG13277
FBtr0308805	Dmel_CG2999
FBtr0308806	Dmel_CG2999
FBtr0308807	Dmel_CG34112
FBtr0308808	Dmel_CG34112
FBtr0308809	Dmel_CG34112
FBtr0308810	Dmel_CG40293
FBtr0308811	Dmel_CG6865
FBtr0308812	Dmel_CG14074
FBtr0308813	Dmel_CG6852
FBtr0308814	Dmel_CG8253
FBtr0308815	Dmel_CG8253
FBtr0308816	Dmel_CG12970
FBtr0308817	Dmel_CG8249
FBtr0308818	Dmel_CG8249
FBtr0308819	Dmel_CG4729
FBtr0308820	Dmel_CG12001
FBtr0308821	Dmel_CG13707
FBtr0308822	Dmel_CG13707
FBtr0308823	Dmel_CG13743
FBtr0308825	Dmel_CG1891
FBtr0308826	Dmel_CG31431
FBtr0308827	Dmel_CG31431
FBtr0308828	Dmel_CG4733
FBtr0308829	Dmel_CG4733
FBtr0308830	Dmel_CG6294
FBtr0308831	Dmel_CG7925
FBtr0308832	Dmel_CG8287
FBtr0308833	Dmel_CG8287
FBtr0308834	Dmel_CG8585
FBtr0308835	Dmel_CG8585
FBtr0308836	Dmel_CG8585
FBtr0308837	Dmel_CG8585
FBtr0308838	Dmel_CG9009
FBtr0308839	Dmel_CG9086
FBtr0308840	Dmel_CG9432
FBtr0308841	Dmel_CG9432
FBtr0308842	Dmel_CG9432
FBtr0308845	Dmel_CR32665
FBtr0308846	Dmel_CR32665
FBtr0308847	Dmel_CG4678
FBtr0308848	Dmel_CG5315
FBtr0308849	Dmel_CG43427
FBtr0308850	Dmel_CG43427
FBtr0308851	Dmel_CG43427
FBtr0308852	Dmel_CG43427
FBtr0308853	Dmel_CG43427
FBtr0308854	Dmel_CG43427
FBtr0308855	Dmel_CG43427
FBtr0308856	Dmel_CG43427
FBtr0308857	Dmel_CG43427
FBtr0308858	Dmel_CG43427
FBtr0308859	Dmel_CG32423
FBtr0308889	Dmel_CG8223
FBtr0308890	Dmel_CG11768
FBtr0308891	Dmel_CG34135
FBtr0308892	Dmel_CG40498
FBtr0308894	Dmel_CG40498
FBtr0308895	Dmel_CG31688
FBtr0308896	Dmel_CG10616
FBtr0308914	Dmel_CG3578
FBtr0308915	Dmel_CG3578
FBtr0308916	Dmel_CG3556
FBtr0308917	Dmel_CG17592
FBtr0308920	Dmel_CR30121
FBtr0308921	Dmel_CR31386
FBtr0308922	Dmel_CR31451
FBtr0308923	Dmel_CR31451
FBtr0308924	Dmel_CR31647
FBtr0308925	Dmel_CR31781
FBtr0308926	Dmel_CR31781
FBtr0308927	Dmel_CR31781
FBtr0308928	Dmel_CR31781
FBtr0308929	Dmel_CR31781
FBtr0308930	Dmel_CR32160
FBtr0308931	Dmel_CR33218
FBtr0308932	Dmel_CR33218
FBtr0308933	Dmel_CR34024
FBtr0308934	Dmel_CR34044
FBtr0308935	Dmel_CR34046
FBtr0308936	Dmel_CR34047
FBtr0308937	Dmel_CG14050
FBtr0308938	Dmel_CR34052
FBtr0308939	Dmel_CR34052
FBtr0308940	Dmel_CR32835
FBtr0308941	Dmel_CR32835
FBtr0308942	Dmel_CR9162
FBtr0308944	Dmel_CR9284
FBtr0308948	Dmel_CG34031
FBtr0308949	Dmel_CG42784
FBtr0308953	Dmel_CG11000
FBtr0308954	Dmel_CG7015
FBtr0309027	Dmel_CG9492
FBtr0309028	Dmel_CG9492
FBtr0309029	Dmel_CG9492
FBtr0309030	Dmel_CG9650
FBtr0309031	Dmel_CG6503
FBtr0309032	Dmel_CR42839
FBtr0309033	Dmel_CR42859
FBtr0309034	Dmel_CR42860
FBtr0309035	Dmel_CR42862
FBtr0309036	Dmel_CR42862
FBtr0309037	Dmel_CR42862
FBtr0309038	Dmel_CR42862
FBtr0309039	Dmel_CR43148
FBtr0309040	Dmel_CG5948
FBtr0309041	Dmel_CG31091
FBtr0309042	Dmel_CG1915
FBtr0309054	Dmel_CG10537
FBtr0309055	Dmel_CG10816
FBtr0309056	Dmel_CG12858
FBtr0309058	Dmel_CR43429
FBtr0309059	Dmel_CR43430
FBtr0309061	Dmel_CR43431
FBtr0309062	Dmel_CG3396
FBtr0309063	Dmel_CG3349
FBtr0309064	Dmel_CG5114
FBtr0309065	Dmel_CR43432
FBtr0309066	Dmel_CR43432
FBtr0309067	Dmel_CR43433
FBtr0309068	Dmel_CR43434
FBtr0309069	Dmel_CR42721
FBtr0309070	Dmel_CR43435
FBtr0309071	Dmel_CR43436
FBtr0309072	Dmel_CR43437
FBtr0309073	Dmel_CG43438
FBtr0309074	Dmel_CG43439
FBtr0309075	Dmel_CR43126
FBtr0309088	Dmel_CG4022
FBtr0309089	Dmel_CG4022
FBtr0309090	Dmel_CG14372
FBtr0309091	Dmel_CG1250
FBtr0309093	Dmel_CG10841
FBtr0309094	Dmel_CG16901
FBtr0309095	Dmel_CG6364
FBtr0309096	Dmel_CG6364
FBtr0309097	Dmel_CG6364
FBtr0309098	Dmel_CG9837
FBtr0309099	Dmel_CG9837
FBtr0309100	Dmel_CG43442
FBtr0309101	Dmel_CG43442
FBtr0309102	Dmel_CG43443
FBtr0309103	Dmel_CG43443
FBtr0309104	Dmel_CG43443
FBtr0309105	Dmel_CG43443
FBtr0309106	Dmel_CG43443
FBtr0309107	Dmel_CG43443
FBtr0309108	Dmel_CG43443
FBtr0309109	Dmel_CG43443
FBtr0309110	Dmel_CG43443
FBtr0309111	Dmel_CG43443
FBtr0309112	Dmel_CG43443
FBtr0309113	Dmel_CG43443
FBtr0309114	Dmel_CG43443
FBtr0309115	Dmel_CG43443
FBtr0309116	Dmel_CG14088
FBtr0309117	Dmel_CG43444
FBtr0309118	Dmel_CG43444
FBtr0309119	Dmel_CG43444
FBtr0309120	Dmel_CG43444
FBtr0309175	Dmel_CG43445
FBtr0309176	Dmel_CG43446
FBtr0309177	Dmel_CG43446
FBtr0309178	Dmel_CG43447
FBtr0309179	Dmel_CG31062
FBtr0309180	Dmel_CG31062
FBtr0309181	Dmel_CG43448
FBtr0309182	Dmel_CG43449
FBtr0309183	Dmel_CG43449
FBtr0309184	Dmel_CR43451
FBtr0309185	Dmel_CR43452
FBtr0309186	Dmel_CR43453
FBtr0309187	Dmel_CR43454
FBtr0309188	Dmel_CR43455
FBtr0309189	Dmel_CG43450
FBtr0309190	Dmel_CR43457
FBtr0309191	Dmel_CR43456
FBtr0309192	Dmel_CR43458
FBtr0309193	Dmel_CR43458
FBtr0309194	Dmel_CG15556
FBtr0309195	Dmel_CG15556
FBtr0309196	Dmel_CR43459
FBtr0309197	Dmel_CR43459
FBtr0309198	Dmel_CR43460
FBtr0309199	Dmel_CR43460
FBtr0309200	Dmel_CR43460
FBtr0309201	Dmel_CR43461
FBtr0309202	Dmel_CG5685
FBtr0309203	Dmel_CG5685
FBtr0309204	Dmel_CG5685
FBtr0309205	Dmel_CG5685
FBtr0309206	Dmel_CG5697
FBtr0309207	Dmel_CG5697
FBtr0309208	Dmel_CG5697
FBtr0309209	Dmel_CG5850
FBtr0309210	Dmel_CG5850
FBtr0309211	Dmel_CG5850
FBtr0309212	Dmel_CG9553
FBtr0309213	Dmel_CG9553
FBtr0309214	Dmel_CG12530
FBtr0309215	Dmel_CG12530
FBtr0309217	Dmel_CG14231
FBtr0309218	Dmel_CG14232
FBtr0309219	Dmel_CG15312
FBtr0309220	Dmel_CG15312
FBtr0309221	Dmel_CG15312
FBtr0309222	Dmel_CG15196
FBtr0309223	Dmel_CG12199
FBtr0309224	Dmel_CG12199
FBtr0309225	Dmel_CG31973
FBtr0309226	Dmel_CG31973
FBtr0309227	Dmel_CG31973
FBtr0309228	Dmel_CG31973
FBtr0309229	Dmel_CG31973
FBtr0309230	Dmel_CG6014
FBtr0309231	Dmel_CG6445
FBtr0309235	Dmel_CG11537
FBtr0309236	Dmel_CG32343
FBtr0309237	Dmel_CG14217
FBtr0309238	Dmel_CG14619
FBtr0309239	Dmel_CG14619
FBtr0309240	Dmel_CG14614
FBtr0309241	Dmel_CG1906
FBtr0309242	Dmel_CG3760
FBtr0309243	Dmel_CG2811
FBtr0309244	Dmel_CG30427
FBtr0309245	Dmel_CG32626
FBtr0309246	Dmel_CG32626
FBtr0309247	Dmel_CG3694
FBtr0309249	Dmel_CG5248
FBtr0309250	Dmel_CG7766
FBtr0309251	Dmel_CG7766
FBtr0309252	Dmel_CG7971
FBtr0309253	Dmel_CG8920
FBtr0309254	Dmel_CG9113
FBtr0309255	Dmel_CG9113
FBtr0309256	Dmel_CG1106
FBtr0309257	Dmel_CG1106
FBtr0309258	Dmel_CG14642
FBtr0309271	Dmel_CG11836
FBtr0309273	Dmel_CR17025
FBtr0309275	Dmel_CR30267
FBtr0309276	Dmel_CG43479
FBtr0309277	Dmel_CG43479
FBtr0309278	Dmel_CG43479
FBtr0309280	Dmel_CG43479
FBtr0309281	Dmel_CG4215
FBtr0309282	Dmel_CR43463
FBtr0309283	Dmel_CR43463
FBtr0309284	Dmel_CR43464
FBtr0309285	Dmel_CG33543
FBtr0309286	Dmel_CG18340
FBtr0309287	Dmel_CR43465
FBtr0309288	Dmel_CG13992
FBtr0309289	Dmel_CR43466
FBtr0309290	Dmel_CR43467
FBtr0309291	Dmel_CR43467
FBtr0309292	Dmel_CR43469
FBtr0309293	Dmel_CR43468
FBtr0309294	Dmel_CG3798
FBtr0309295	Dmel_CG3798
FBtr0309296	Dmel_CR43470
FBtr0309297	Dmel_CR43470
FBtr0309298	Dmel_CG14830
FBtr0309299	Dmel_CG14830
FBtr0309300	Dmel_CR43471
FBtr0309301	Dmel_CG6006
FBtr0309302	Dmel_CG6006
FBtr0309303	Dmel_CG6006
FBtr0309304	Dmel_CR43472
FBtr0309305	Dmel_CR43475
FBtr0309306	Dmel_CR43474
FBtr0309307	Dmel_CG42534
FBtr0309308	Dmel_CR43476
FBtr0309310	Dmel_CR43477
FBtr0309311	Dmel_CR43478
FBtr0309312	Dmel_CG1172
FBtr0309314	Dmel_CR43480
FBtr0309315	Dmel_CR43480
FBtr0309316	Dmel_CG17163
FBtr0309318	Dmel_CG10280
FBtr0309319	Dmel_CG10279
FBtr0309320	Dmel_CG10279
FBtr0309321	Dmel_CG10279
FBtr0309322	Dmel_CG10279
FBtr0309323	Dmel_CG9100
FBtr0309369	Dmel_CG34358
FBtr0309370	Dmel_CG34358
FBtr0309371	Dmel_CG9460
FBtr0309372	Dmel_CG4005
FBtr0309498	Dmel_CG3653
FBtr0309499	Dmel_CG3653
FBtr0309500	Dmel_CG3653
FBtr0309501	Dmel_CG3653
FBtr0309504	Dmel_CG4463
FBtr0309506	Dmel_CG4080
FBtr0309508	Dmel_CR43484
FBtr0309509	Dmel_CR43484
FBtr0309510	Dmel_CR43485
FBtr0309511	Dmel_CG1076
FBtr0309512	Dmel_CG1076
FBtr0309513	Dmel_CR43487
FBtr0309514	Dmel_CR43487
FBtr0309515	Dmel_CR43486
FBtr0309516	Dmel_CG31419
FBtr0309517	Dmel_CR43490
FBtr0309518	Dmel_CR43489
FBtr0309519	Dmel_CR43488
FBtr0309520	Dmel_CR43488
FBtr0309521	Dmel_CR43488
FBtr0309522	Dmel_CR43491
FBtr0309523	Dmel_CR43492
FBtr0309524	Dmel_CR43493
FBtr0309525	Dmel_CR43494
FBtr0309526	Dmel_CR43495
FBtr0309527	Dmel_CR43496
FBtr0309528	Dmel_CR43496
FBtr0309530	Dmel_CR43498
FBtr0309572	Dmel_CR43616
FBtr0309573,miRBase:MIMAT0020168	Dmel_CR43616
FBtr0309574	Dmel_CR43499
FBtr0309575,miRBase:MIMAT0020190	Dmel_CR43499
FBtr0309576,miRBase:MIMAT0020191	Dmel_CR43499
FBtr0309577	Dmel_CR43500
FBtr0309578,miRBase:MIMAT0020217	Dmel_CR43500
FBtr0309579,miRBase:MIMAT0020218	Dmel_CR43500
FBtr0309580	Dmel_CR43501
FBtr0309581,miRBase:MIMAT0020177	Dmel_CR43501
FBtr0309582,miRBase:MIMAT0020178	Dmel_CR43501
FBtr0309583	Dmel_CR43502
FBtr0309584,miRBase:MIMAT0020206	Dmel_CR43502
FBtr0309585,miRBase:MIMAT0020207	Dmel_CR43502
FBtr0309586	Dmel_CR43503
FBtr0309587,miRBase:MIMAT0020205	Dmel_CR43503
FBtr0309588	Dmel_CR43504
FBtr0309589,miRBase:MIMAT0020187	Dmel_CR43504
FBtr0309590	Dmel_CR43505
FBtr0309591,miRBase:MIMAT0020155	Dmel_CR43505
FBtr0309592	Dmel_CR43506
FBtr0309593,miRBase:MIMAT0020195	Dmel_CR43506
FBtr0309594,miRBase:MIMAT0020196	Dmel_CR43506
FBtr0309595	Dmel_CR43507
FBtr0309596,miRBase:MIMAT0020215	Dmel_CR43507
FBtr0309597,miRBase:MIMAT0020216	Dmel_CR43507
FBtr0309598	Dmel_CR43508
FBtr0309599,miRBase:MIMAT0020199	Dmel_CR43508
FBtr0309600,miRBase:MIMAT0020200	Dmel_CR43508
FBtr0309601	Dmel_CR43509
FBtr0309602,miRBase:MIMAT0018059	Dmel_CR43509
FBtr0309603,miRBase:MIMAT0018060	Dmel_CR43509
FBtr0309604	Dmel_CR43510
FBtr0309605,miRBase:MIMAT0020504	Dmel_CR43510
FBtr0309606	Dmel_CR43511
FBtr0309607,miRBase:MIMAT0020198	Dmel_CR43511
FBtr0309608	Dmel_CR43512
FBtr0309609,miRBase:MIMAT0020514	Dmel_CR43512
FBtr0309610	Dmel_CR43513
FBtr0309611,miRBase:MIMAT0020197	Dmel_CR43513
FBtr0309612	Dmel_CR43514
FBtr0309613,miRBase:MIMAT0020208	Dmel_CR43514
FBtr0309614,miRBase:MIMAT0020209	Dmel_CR43514
FBtr0309615	Dmel_CR43515
FBtr0309616,miRBase:MIMAT0020511	Dmel_CR43515
FBtr0309617	Dmel_CR43516
