,CC,GST-rich,LM,PH,PM
CG14183,-0.0010990150640039409,-0.004582407430623082,-0.0018029715331811962,0.00528789523006197,-0.0024857785452837497
Gas8,-8.100935954115718e-06,0.00037226302368275905,-0.0004040042250623703,0.00033390835661901,-0.0013233077426704459
CG14302,-0.0016222337917444825,-0.005916838632011943,0.02604967852746003,0.0008987957288077838,8.344427874333162e-05
fru,-0.005636952953850592,-0.0417009592395498,-0.0032286519904560604,0.008259633302308266,0.005826152556740315
CG14322,-0.0072513475329100295,-0.011837367923861654,-0.0019169879722854563,0.04177461914894906,-0.002757376473773845
CG14354,8.353531975589382e-05,-1.3467419912468382e-05,-0.00036460884579492725,0.00013903288390212023,-0.0002825801612323652
CG14356,0.00021237162823303473,-0.0005975616207111199,-0.00048394671187342985,-0.0004923811085677557,-0.0006592881325778582
CCHa1,-0.00026874451905592743,-0.0003856154537012546,-7.101719578470488e-05,0.0007869155089221187,0.000137800938933223
Ret,-5.190587036818129e-05,-0.0011527286967424747,-0.00020964968544949963,0.00025554872287298535,-0.0010172776822026182
APC7,-0.00020943862547944455,-0.0009292440709146734,0.00012408948815380115,9.1130643931531e-05,-0.000162349774981413
Inx3,-0.0006336906132731824,-0.002286344953622144,-0.000958496208920887,0.010075170357287198,0.03104303664489606
Apc,0.00010558515746142412,-0.008120953490566615,-0.007597935730659281,0.0067532116217253755,-0.005672514426692965
Nepl20,-0.001615150877603833,-0.008897921766160445,-0.0039141710706252645,-0.03836343313061097,-0.017400145343226932
TwdlE,-0.0005130501652081293,-0.004095210390382108,-0.0023054672953327026,-0.0003473213967730172,-0.00010755109494690051
CG14540,0.00012767923460034112,0.0001562259093842949,-0.0009110929382806731,0.00064625803284743,-0.0003357627275735466
E(spl)mbeta-HLH,-0.015773707861180417,-0.06898359463918309,-0.006633129593652357,-0.07127538421693978,0.02428952047365996
CG14567,-0.0025118527828693876,-0.004652364967867587,-0.0006012222860719793,0.014556071806593325,-0.0010314027957674969
CG14589,-7.553011457617647e-05,-0.0004602643395966994,-0.0008924640137795244,0.0009891437442807686,0.0004969454608477787
CG14605,0.0001627858701661131,-0.0003060920268010424,-0.0005767734344726767,0.000895631194136906,-0.0009510690717722103
thw,-0.00021006461267278383,-0.0015900662518045987,8.008340848470342e-05,0.0002511809801905493,-0.00019553695814181416
CG14629,0.0013439451823143787,0.008862290086464568,0.01942012325271796,0.004573216764922978,-0.002102404878959909
CG14644,5.211857718042567e-05,5.362242944246746e-07,-1.6789075546688215e-06,0.00076911479957365,-0.0003576001748726972
CG14668,0.00014195365156123072,-0.0003609769967268545,-0.0004054349803895205,0.00018558465696729323,-0.00015318005575869266
CG1468,0.00013868353134308218,-0.0005054327527125278,-0.00023256838358045272,0.0006068547546224313,-0.002121573233577083
CG14684,6.787150094157517e-05,-0.00012131067735964875,-0.00024061646954913593,0.00036073244875827685,-0.00025062925921522273
PGRP-LB,-0.008998758496647436,0.2113194083628143,-0.002477046248923819,-0.035900186916263135,0.005032229797967515
CG14718,8.423060333657354e-05,-1.8990623415767447e-05,-0.00044916870946575937,0.00021797231490318115,-0.000693036432322769
AdamTS-A,-0.00021901515884092991,-0.015583750064000616,-0.00687194440629627,0.00883875165974648,-0.003008363630451603
krz,-0.0004524578113455249,-0.027039260722361073,-0.013266983498567201,0.022133741647884213,-0.0034560313787689607
CG14931,0.00012373978822992191,-5.564965977334355e-05,-0.0008247155220116065,-2.4362105262167523e-06,4.4892312538144924e-05
firl,0.00018116670098713224,-0.00016891496676170947,-0.003470125773614764,-0.005077601378821044,0.008563027078375914
Fit1,0.025743797863042168,0.05948073990515601,0.013417693355405345,-0.012796114519505264,-0.007503619802639071
CG14995,0.04170064571021727,-0.027226407373270534,0.012376750093831834,0.023398137373287685,0.003917976387342713
ens,-0.008014880871176662,0.028892125655885902,0.00812205636674062,0.006571186833816384,0.0019197189196107085
ImpL2,-0.0016960231411836297,-0.009063906432647196,-0.00011101540417784319,0.014261317250175218,-0.0005954463858344563
CG15025,7.286482149435984e-05,0.00030715799157433367,-0.0006295568357123631,0.00018870273085351303,-0.00038796243758836707
edl,-0.0030330799160065555,-0.0230990596909315,0.015106945308476826,0.03080145544064692,-0.014647106226911953
CG15097,-0.0058159035530126356,-0.011290092725200125,-0.006167874176512448,0.005819316718150245,-0.0016250099251742867
ena,-0.0006579512086383333,-0.016699187634202053,0.00010277857975809687,0.025401206692740146,-0.018082734935541148
CG15117,0.0006417791128198066,-0.008453519384928908,-0.015155636665200084,0.010763112317219674,-0.0032540117285598503
beat-IIIc,-0.0008029316673274224,-0.0007687926696878304,-0.012467871425092472,-0.0006676900510805431,-0.0019389057652941673
Socs36E,0.00803691507984077,-0.024582714258446266,-0.005734982902035433,0.013650902204998367,-0.0024003068684081727
CG15209,-0.0003942390484769701,-0.0037979016902016435,-0.0025002160973406,0.01075761719872466,0.0005050787825020551
CG15210,0.0016732509710068628,-0.007981856274470308,0.0035165082093173935,0.0044450898834481715,-0.0030153876671765016
CG15286,-6.475874474091365e-05,-5.256880581536769e-05,-0.00023160336823640614,0.0006076172706236296,0.0006326257400005132
CG15343,-0.0009193277872356028,-0.005633294668915926,-0.001384303344815784,0.0055579863542369705,0.028818734278041873
CG15347,-0.010471736971066665,0.03412247934626937,0.010213098250885531,0.025182447959849075,-0.004675708763556549
CG15399,0.0016285449009173728,-0.005687674638258628,-0.006809797922463418,0.0014286929942005707,0.0019906824541836027
CG15423,-0.00877678295366152,-0.0052192515754116535,-0.002097178541739377,-0.000657211266040998,-0.00036944608850194693
CG15461,7.701803305754982e-05,4.106726609365381e-05,-0.00039272757460152987,0.00037244048021582406,-0.00011666895267681684
