,CC,GST-rich,LM,PH,PM
CG15478,-0.00022978269321537217,-0.0007850230933995775,-0.00012779676005927353,-9.630618657523799e-05,-0.0009222176913043253
CG15531,-0.0030843315955394485,-0.010966265699566383,-0.000624025832561565,-0.00011726143237230221,0.006529254929144796
CG15572,4.388381332865292e-05,-0.000570085289949858,-0.0007687763350946185,0.00013588670342516487,4.0915112252011526e-07
CG15576,3.571297842663442e-05,-6.872178356093156e-05,-0.00015479346860980154,0.00016342286837098607,-0.0008956190308830416
CG15577,8.736087611338168e-05,0.00017730350997810474,-0.0007854503744330278,5.789183568128524e-05,-0.000660070650289606
CG15578,-2.9629746965543097e-06,0.0004908612882688574,-0.000624359363401904,0.000585071924898727,-0.00123193963109703
mys,0.020921692871448697,-0.05560751563116149,0.019978393558496607,0.015839391780763663,-0.010055842115269494
HP6,-0.00034704459521201706,0.00021852047016066595,-0.0008394945883778544,-0.00012693637132621516,-0.00017537209645661646
CG15638,7.501986395096495e-05,0.0001316842806153006,-0.00030453026074477154,0.0011109361211993224,1.8878297325687272e-05
MESK2,-0.00625936669073933,-0.05090293847582422,0.0075667327880954375,-0.013239934338345975,-0.014574229992546947
pirk,-0.014783481915933322,-0.07512579953685031,-0.007526305470892008,0.04163243221681848,-0.01097813125409314
CG15740,0.0009190527597386604,-0.006003963393909781,6.21099812421473e-05,0.0017853264536619496,0.0020971923894882952
CG15764,0.00010777060504978818,-0.0002484720533761932,-0.00037554649531195967,0.00013297444713344548,-0.00126744778868813
CG15765,3.766826852615695e-05,-7.380799597215929e-05,8.31016215742964e-06,0.0009920139353953488,-0.004116961972767921
CG15784,-0.007732409625449,0.20473818716571185,-0.005548270549139193,0.011890558289274622,-0.005800476573000048
CG15818,0.00011700086953997485,-0.016075528700698713,-0.008189348703598227,0.008159267129789378,0.03206269462465368
fon,-0.00044785678767226677,-0.0022735257596588967,0.031214634032722458,0.0015967496538001375,-0.004073376580374398
Adf1,-0.003427236339823174,-0.0323453206323299,0.015042117519998831,0.02039873700123046,0.005385405756174347
Pka-R2,-0.0012481551276306898,-0.003944953331398068,-0.0034446396669925035,0.006014913101469097,0.005528104378728269
Drat,-0.002381658504249119,-0.01481118952235637,-0.004742492757165307,0.010458026898923693,-0.004824096552164074
CG1607,-0.004799491444370559,-0.020849519134550284,-0.012593301251021273,0.007331662410612746,-0.004550309131999315
hebe,-0.005437088904770901,-0.04470914634855283,0.011878711572047364,0.012250320748738703,-0.0061182207706653976
Jafrac1,2.5423484838213008e-05,0.05908332116163375,-0.0110384610468402,0.024483061437454413,0.026263883999765595
CG1648,-0.011838518951677765,-0.019299143415076842,0.02417670586363676,0.044438347792800995,-0.0021443424810438753
CG16710,0.002711850352929405,-0.018994338204079426,0.03184471184327763,0.013093327712394956,-0.0018944143861061333
TTLL6A,-6.357454018631637e-05,-0.0003763886072599473,-0.00018808658742531484,0.0015392324735704279,-5.862306401677699e-06
CG16719,-0.0001876366417454502,0.0006602919457483914,-0.000566114598430968,0.0002463486087792284,-0.0003231969480619474
CG1673,-0.0006613601859170648,-0.01563345272780381,-0.0010701107934753655,-0.06245511043581632,0.025503060897884913
CG16739,-0.00019095776311887097,-5.406625596080519e-05,-0.00048239138543290194,-1.0474920645078453e-05,-0.0009037309730432884
CG16749,-0.0002760591170340068,-4.7612386644075776e-05,-3.933677497828582e-05,0.01439306936069305,-0.0012306906211619418
ItgaPS4,0.003505248296096004,-0.006930610099373795,-0.004005729006159085,0.004865079356223645,-0.004461941953887591
vkg,-0.007105504134934401,-0.024631686526940776,-0.007393720816726971,-0.05949036583769854,0.0010284613282114125
NimC4,-0.00020458731002247565,-0.00018677902755323442,-6.684291307577931e-05,-0.00034536348396799383,0.0010909635528260741
mthl10,-4.464964428455298e-05,-0.0031382740813886006,-0.0008434115175105634,0.016674987099058947,0.13372289675321253
CG17065,-0.002869303668732001,-0.01750903161314654,-0.012442980703355191,0.015484918620911475,0.012074304115117559
CG17109,-0.0012543545341123842,-0.014904185164385023,-0.000916876757032351,0.0073581651098406625,0.06250099691075084
hth,-0.009233409424445874,-0.03482812932334208,-0.002606838476135949,0.02209358037504309,0.001615388773411426
CG17124,-0.004634895411069774,-0.008860958397854599,-0.000950212053543171,0.02611090013887986,-0.003221309837285477
tyn,-0.004354394247233805,-0.019852921101177156,0.005314544297499774,-0.0474654450074801,-0.00409026393699394
CG17145,-2.562510020871266e-05,0.0007867700751094759,-0.0006186509105956385,0.00016622757033337357,-0.00021769306751330875
Pglym78,-0.0075887822482640825,0.05754841276373218,-0.005211661559459692,0.023326505789548396,-0.0064948294362164
pros,-0.000465962643008631,-0.001109972396946923,-0.00023391727289936165,0.002595789227947141,-0.007414053150440077
nSyb,-0.0005207392280416945,-0.0013234216038440604,-0.00046336949018815037,0.00035784929001958634,-0.002200772010407551
CG17292,-0.0004566471089967263,-0.0020582934718965263,-0.0005656911385580331,0.0017609586485617717,-0.001251643608864781
CG17329,-8.381186798245928e-05,0.0003564446677871746,-0.0004993811914117866,0.00025642181440863575,-0.0006283291354091658
Cndp2,0.017726163596511264,-0.004204182777429903,-0.012339465299643724,-0.0065180419802108565,0.02730794053147651
SppL,0.04240914537539129,-0.019938332233867692,0.01674732495056299,-0.01683197184166612,-0.005252417798198801
FASN3,-0.00025003447497733453,-0.0008511267385465466,-0.0010565334487113004,7.33742349649955e-05,-5.581451089131468e-05
jigr1,-0.0016889628943871627,-0.006469509786386827,-0.0029542733030164586,0.0025174117793499984,-0.008335780392220772
CG17470,3.8712208236052104e-05,0.00042916941118490364,-0.0006630962257340729,0.0003308886276718247,-0.0008473753526615701
GstE3,-0.0008715799335060961,-0.013653149284084877,-0.003707617228336037,0.00963338577861079,-0.000803359386689999
GstE7,-0.008771299677232409,0.1903667806842058,-0.004909531689492514,0.013212166642120765,-0.0018493819957303606
CG17570,-0.004527328479235244,0.6963037379210735,-0.0009578831388411295,0.010653109380191867,-0.0011566487489730653
CG17571,-1.9001610894263588e-05,0.0005156347508342974,-0.0008872406805904052,-0.00011355918597672268,-0.0008595263828850738
sca,-0.00022019500612124106,-0.0001859948068828939,-0.0002689170848589858,0.0012065228178126828,-0.0017026028290897596
Itgbn,0.002429961249840351,-0.021539487740349264,0.016805731682188567,0.015826595534534693,-0.006485001248915707
CG17646,0.000563299139827499,-0.003054279586883304,-0.003867272185929286,0.013973027813417707,-0.0054548418679714215
CG17666,1.0880012973317793e-05,-0.00032728043621788457,-0.0008258238255427652,0.0009151081679153708,-0.0006971433645950182
mew,0.0002895974220596427,0.07222712211488279,0.024064743014311583,0.01571667568172171,-0.003885850898762105
Pepck1,-0.0005130724128805397,-0.0017526895747090189,-0.0019138938235448253,0.011893592581830753,-0.0047975972380722995
Tomosyn,-0.0011702646045722322,-0.015773665554512015,-0.007728786725662016,0.013242325349885335,-0.005259549153430975
Acam,-0.00010990206797083128,0.00025501327095906005,-0.0008932090508345899,2.7150479617506053e-05,-0.0008404165866023552
mthl2,-0.010787200933253844,-0.06015001534991976,0.019104552866763762,0.03029799589943807,-0.008411288851960368
Idgf4,-0.000876165873597466,-0.00293601584668942,-0.0005818747146035088,0.001405911896506945,-0.0006886057330470484
Syp,0.010809319046187243,-0.009810927260144658,-0.0071091938934956965,-0.029853186953792202,-0.008892523387009467
CG17839,-0.00031610223516122113,-0.0012798953382978028,-0.0003403637514780022,2.1730874078098746e-05,-0.0009200088527643027
CG17841,-0.00890239755713333,0.08514879177157728,0.012118313577610482,-0.0003736878154908477,-0.006842210388964897
Ugt37D1,-0.000663060182655576,-0.0063962152524966315,-0.0052681030174081414,0.002067923640040736,0.010356004519608934
Mmp2,0.0014856169761041718,-0.003138426605032923,-0.003482977800857673,0.005151162551585348,0.00466002111004913
CG17991,6.702360362947472e-05,0.0002352916958126775,-0.0006136645974940954,-5.586365582765498e-05,-0.00019901377969683422
Gprk2,-0.0017994245364550481,-0.029728450779334985,0.03370845639504477,0.050350353593063266,-0.00952775678617136
regucalcin,0.006373941083304658,-0.04545984651612007,-0.008522724769436482,-0.02101299173384003,-0.019050662224137017
FarO,5.864753980392337e-05,0.00028322254231729114,-0.0008113095437151386,0.0003411160639134162,0.00015373091930499674
shot,0.039584014181885334,0.02850897219946517,-0.004936488723867951,0.02207160281723468,0.0022062112336239245
Obp99a,-0.0005568386162322364,-0.001236074512543275,-0.00048378001080312907,-0.0001227971841274735,-0.0024094672817752388
CG18180,4.6145186281339644e-05,0.00037132332771311056,-0.0004622688481450837,-7.869125065368349e-05,-0.0006664581976721155
COX7AL,-3.090010777217259e-06,-0.0001550983662504646,-0.0005072084424918497,0.0004522224192396707,-0.0008680662218044458
miple2,0.0013078877611892626,0.0005708571311913287,-0.0042490272010751685,0.012184380412434382,-0.004326841945026018
CG18371,-0.00021916724884079805,-0.0009650111258278286,-9.109919704897062e-05,0.00021410492174553917,-0.0003999889875348349
Mst98Cb,-0.0003320067104944182,-0.0031553134246944466,0.05520687817594189,0.007510179057540155,-0.002984348330013038
CAP,0.033306041121711635,0.09680944738885124,-0.010226560434820443,0.02981705874514103,-0.006007331452018025
Ude,-0.0022542169039588785,-0.013324123839150865,-0.00598939073937095,0.012944208526842742,-0.0025767570598103314
LIMK1,-0.0007318024153276227,-0.008169986693596861,-0.004245115320002175,0.010133187738824446,-0.001879103059220869
Spn88Ea,-0.002828851615582861,-0.019020760120616004,-0.005968173885294075,0.01302827128074489,-0.002094806988416698
CG18547,-0.004258128759973097,0.19924732423073477,-0.006819067947821187,0.004911318067934558,-0.00030826297095338384
yellow-f,-0.0006118423912010578,-0.02867080390548288,0.0002530489787874508,-0.011483353069931519,-0.010025736931200192
CG18557,0.0037293513807762713,-0.011808779268227447,0.0523928732945806,0.005759556560258333,0.0028378100134190303
Pebp1,0.0004728158379652296,-0.006708688663295058,0.012860145757613002,0.008183324883804024,0.0022026215425078213
CG18662,3.7347469031148615e-06,0.0009159090948386723,-0.0003389474726170753,-0.001719719337545438,-0.0010478734288562907
CG18747,-0.01971452369416845,0.05351322377081493,-0.0030846306290227914,-0.005832728046960736,0.03012898256656444
CG18754,0.0024947321421150003,-0.007746388021105978,0.001179885198272446,0.0065815142126214345,-0.0007190906801891966
CecB,-0.006089301039342268,-0.02241099723635141,-0.003933296477739547,0.04218198657937956,0.0012512872222483814
CG18810,-0.0002767398928324124,-4.917873125649051e-05,-0.0007308104101612046,5.828146783820431e-05,-0.0010770937285563371
Gdap2,-0.004347144432830286,0.052683763674143694,-0.00816953738680755,0.03530768353125363,-0.006199554963100113
alphaTub84B,0.0021453398727580447,0.033591903110558013,0.006951977475842475,0.006616992291066921,-0.056035212627365945
sls,0.00020931803486760444,0.0006372090970541724,-0.006356062229524079,0.012136219532199195,-0.0054846561753703685
sty,0.012614185109167448,-0.015615080020909052,-0.006550829869944807,-0.020675784781161145,-0.009815366123162684
CG1943,-0.019263323598313075,-0.033189785732772335,0.0026211162745737224,-0.027084230855636326,-0.011642360736739955
Rap1,0.01619363377715451,-2.1070235666737068e-05,0.01511529670966504,0.017676218827025556,-0.005436396638722872
CG1979,-0.0010720714842421596,0.9070807488289879,-0.0003046790267386844,0.0027882168238428456,0.024663269616162636
djl,8.677309501479871e-05,0.00012985737925185796,-0.00040762612917446856,0.0002329000265047384,-0.0012433949943423677
CG2065,-0.010019178650760446,-0.037453132624850866,-0.00533397701043204,0.042355789769140256,0.0008540416071601297
cas,-2.164411507602216e-05,0.000239773576059134,-0.00012700491965777572,-0.0001301679960465552,-0.0043295200021074365
CG2127,4.786050859677507e-05,0.00037417860248334026,-0.0005099777990734548,0.000301003980007314,-0.0011320552337669026
Tpi,0.030398996855723687,0.08873217011619192,0.0016912842198063274,0.02365831831122605,-0.007336899238035476
Mlc2,-2.70266802491879e-05,-0.0003640742746155059,-0.006581975905062783,0.0014053282860167252,-0.00562679087521477
CG2187,0.00021111010436097052,-0.00034806196000824086,-0.0007758215547237603,0.0016256761384116382,-0.002569759247354245
Ama,0.00043356825709597955,0.0015862955458537545,-0.00409121052448564,0.003622660931992531,-0.0051505360912358165
l(1)G0289,-0.005399834696559865,-0.02256719508875525,-0.012801207224248184,-0.007716141394623739,0.02022930016957405
Gip,-0.009525717158736142,-0.032108810846887374,-0.0062580049093246,0.025524894559594797,0.07385203090070355
CG2233,-3.481064980775986e-05,-0.000632211317221482,-0.0008554994034264354,0.0021675239710837874,-0.0031078357834410423
jdp,-0.005850525033809128,-0.025040513253308826,-0.0011682947806077194,0.02871524821658815,-0.003923001605862446
Rpt6R,3.0194473582751725e-05,-5.112503890387954e-05,-2.30957482049021e-05,0.0005525166592998602,-0.0012734858456729596
CG2269,-0.0005794302221012644,-0.0012969965241074063,-0.00011380268540344799,0.0006735205693351389,-0.0031026996832142517
Obp44a,-0.000131835016491121,-0.0010512681976015848,-0.0007877902134238555,-0.012060491787822644,-0.0011880303731757703
CG2444,-0.005680345982785762,-0.02582383410004998,-0.004342880421844306,-0.008243020998664051,-0.010652414951852911
lap,0.037487226599978336,-0.037646564341760724,0.006696475428621475,-0.024197952638161265,-0.008269169693585625
CG2556,0.006326020462895882,-0.02069450205810359,0.01385577148975006,0.010072847702519908,-0.007814211197903168
Lsp1alpha,0.00037883361501624276,8.383459239244332e-05,-0.002581388568776143,0.0017050314320599263,0.005978505026876035
Cpr11A,-0.00012212801980964917,-9.08120293720426e-05,-0.0005024613122498179,-4.4697061488938735e-06,-0.0004509367129270414
Gs1,7.964512268537419e-05,2.8609095556642365e-05,-0.0029538041017330976,-0.0021393710065702926,-0.008757727881572969
CG2865,-0.02950339595072685,0.011426952500292149,0.005277959411908149,0.030507193237700878,0.004312382987015113
CG2909,-0.004501950192141398,-0.010543018006614339,-0.004460792639684819,0.007009004462948591,0.02549578672140756
Ets21C,0.03205154381940121,-0.048910944876639585,-0.0012975217001884177,0.007992041610019799,-0.006266215924168702
CG2915,-0.007281472716800782,0.05656636236720011,0.020004386404862757,-0.06290531259600324,0.025757984852073423
lectin-24Db,-0.005387489694528758,-0.02935883423402816,-0.0025264828551144736,-0.040002910599017734,-0.014062715600831641
unc-13,0.004605084127989373,-0.015876574498599912,0.009804093258950203,0.007090792486167114,-0.0022753874242737245
fzr,0.0003505768506474911,-0.021140767136223523,-0.0023905613716368158,0.012429648802053014,0.02611729299175925
CG30008,7.366713611785776e-05,7.076370858920767e-05,-0.0005500762798100678,0.000417299922098791,-0.0002112111045655599
CG30015,0.0026363448950183738,-0.006545636820722247,-0.0015920080990044466,0.013268543676198724,-0.003266880517202143
Tret1-1,0.0005552427333278124,-0.010839320875500068,0.008011178055685981,0.00833766139185171,0.003176064080929289
CG30054,0.007594007599611735,-0.0071061334503396655,-0.0048293694321075486,0.006774252865892963,-0.0004613856048268062
CG30058,7.70692029502667e-05,8.325172400027048e-05,-0.00037349425412814104,0.0003786927524372544,-0.0007890142707930889
Zasp52,0.0011861952439622694,-0.0054867305065654124,0.01985144998311224,0.00941737660156255,-0.009186362552276362
CG30090,-0.01770103866360234,-0.08430918681512647,0.005276019018703234,-0.0379351738756093,-0.0018814870517882675
CG30148,-0.008332172283752517,-0.041969949092563484,-0.005748918829411395,0.012393745465431266,-0.004541517251441649
Cpr60D,0.00031783371810283924,-0.0002894193876178176,-0.00033891903620585626,-0.00899721635946749,-0.0011775273330846953
CG30184,0.00013826287421188338,-0.00018564000765133127,-0.000525118521776909,0.0003798450794809773,-0.0007935800085498353
CG30197,0.00010837655489318761,-0.0003744298618342366,-1.7635238901977753e-05,0.0004977589934957049,0.000711605891598404
CG30222,-1.2421079338181607e-05,-9.517375522558723e-05,-0.0006987850799156677,0.00021457085754817706,-0.000630402306426652
Ipp,0.0021000935015350755,-0.015692345883745625,-0.002510321425731117,-0.028068400598282126,-0.004216706826088404
CG30284,4.958154949224383e-05,0.00020379792317534132,-0.0006519115789561428,-0.00011142299436928277,-0.0002820185350416425
CG30334,1.1935676910468047e-05,0.00023007589865879614,-0.0003260406502593831,-0.00018789452531562469,-0.00039360180858245673
CG30355,3.350086273116635e-05,0.00016694023984484388,-0.0004731514649513538,0.0003087429823576581,-0.0005779395738955367
Mal-A6,0.00024439530346768187,-9.369025192666839e-05,-0.001088527379463382,0.0015478278850310438,-0.0003046638632431722
hubl,-0.0001814585236933908,-0.00017092692211663176,-0.0001566667973291472,0.0003236613174747467,-0.0010273555202748713
swif,9.080234114396136e-05,6.173130264679322e-05,-0.0007704090459846852,0.00020505261694703418,-0.0011295834571585846
CG30378,3.971720999593019e-05,0.00010605052696373551,-0.00023540315408615583,0.00014871247231021832,-0.000870230888409457
CG30389,-0.0024492344739051046,0.09991042398344038,0.011433930284598109,-0.032829756852064525,0.0014192450886650054
ogre,-0.000799157547802958,-0.0005464608236289306,-0.0005161243384703732,0.0005101423635842416,-0.004459013970890226
CG30414,0.0011853669386213057,-0.015306444846243458,-0.008540320609685055,-0.036054663762378085,-0.001662725770865107
Tdc1,0.0032723249325469265,-0.006871742658471993,0.04442722139880462,0.0038221224306115398,-0.005226187610133847
CG30460,0.0018665297511554287,-0.003635775077117276,-0.005359872532112945,0.0021035829071910984,-0.0037086664951703416
Swim,-0.0027062347686292623,-0.025046819185673485,-0.0009989660294998162,0.018219399504230415,-0.000864453681252417
CG3085,-0.0005717177593239721,-0.0040397179443729374,-0.000894458069537648,0.003618483461592971,-0.00138823660339586
CG3091,0.00042473213984464144,-0.007924155946013728,6.403337253134583e-05,0.006579630622673594,-0.004938803191316682
heph,-0.0060459522949082465,0.10721405002059063,-0.006491592133878388,0.008941927680847233,0.016902213670885697
CG31029,0.00017303990969204654,-0.0003517049853332271,-0.0025147553193676157,0.0005657927866924083,-0.0017941500565281474
CG31055,9.415075189312152e-05,0.00010466759191764097,-0.0008219173555053978,3.274912677831911e-05,-0.0015627086307517142
CG31068,-8.518128432568078e-05,-0.0007659296955089778,-0.0003099520564990243,0.0012890314571386233,-0.00020043154058320444
LpR2,-0.0025046416585631083,-0.01635623694766403,-0.00145951337766835,0.01439612373031072,-0.0175447511688265
CG31140,-0.0004759616376478601,-0.001602086665924629,0.00019352048728666268,0.0019109453775189517,-0.0036734862969280417
14-3-3epsilon,0.019871983956038664,-0.04365788572412673,0.01942867204574975,0.020581846769665544,-0.019032693075332553
CG31213,1.7500188218919114e-05,0.00018174390507547295,-0.0002993686171401545,0.0009810282663689426,-8.770461455386906e-05
CG31219,-0.006243112012763578,-0.041324452575453474,0.030803272853314474,0.0283727524736055,0.0033043741452785627
CG31245,1.9498369512295784e-05,-0.0006087212286981699,-0.00026074291819089653,0.0007431039982886567,-0.0011698086993645225
tinc,-0.0001411822204744707,-0.00036839762385918135,-0.0004426428211627121,0.0011306612852811327,-0.003583760656598498
Ect3,0.00010315267190403656,-0.0016704569848833585,-0.001743522052864664,0.00398945236250734,-0.0039405313428973405
CG31337,0.004701006652674169,0.08764062482954733,-0.012323521665331112,-0.03434300349674121,-0.015095179673638146
Jupiter,-0.007543332067410953,-0.06816514619279239,0.01205255026020885,0.0022356022029885263,-0.01403265226371288
sals,0.0008136496473491799,-0.0027157730131212995,-0.003923609062492553,0.0003464488657273569,-0.0021103509606845024
Syt1,0.0019898465856094723,-0.0034201844434233577,-0.0076638983344694345,0.0016109222913170062,-0.0020005201295548087
CG31407,0.00011553803232300746,0.00011396917548785688,-0.0010123846612767517,0.00016387713261486222,-0.0006856875064186274
CG31525,-0.00012744565022441273,0.0004044124678888647,-0.0001712251283247685,0.00026929877746204126,-0.0008979370196704191
Npc2b,0.0011366842229953544,-0.0014079733737331801,0.0007514783813615219,0.0017250902202034526,-0.001437541754121529
CG31538,-8.134756717994181e-05,0.00021025705156544808,-0.0007259646798904633,0.0002378051781381676,-0.0007286047079076049
CG31546,-0.000454046423814835,-0.0007031730594262191,-0.0005903561996155235,0.0014902288763194284,-0.0010983441326611592
CG31601,2.007454203836665e-05,0.00022534245821766082,-0.00027856621812753687,0.0016352748524981774,-0.0013098165505938278
LS2,0.0001344731934786352,-0.00045951226585137285,-0.00028476380658474284,0.0001340125477852865,-9.041727677017985e-05
dtr,-0.0005676475350029522,0.0005432119838724628,-0.0004177168767640332,9.983383240448108e-05,-0.0003124137523563102
stai,0.0012459353817038132,-0.008831583962265672,0.007848754391057611,0.012722532183973822,-0.006628098905170047
smog,-0.00030703849930063245,-0.0007076166465127233,-0.00013457157460765955,-0.0002566646707825228,-0.003984411174499988
fbp,-0.002630759760900942,-0.013454208708484851,0.030631678945705277,-0.04980556311435852,0.03451033855719276
CG31697,4.011278463213163e-05,-0.0007897255771582114,-0.0001682051063679444,4.867546234528854e-05,-0.00021160493901545873
CG31710,-0.006821404088404704,0.05937043929618957,0.007182038853909033,0.022130328193912373,-0.00329053957092914
twf,-0.0013316422544727906,0.04201026066440891,0.019856118570377106,-0.014053389635391489,-0.005123649266401424
CG31729,0.0036231954368953915,-0.02021883099532476,-0.001176605241381337,0.014591181612565634,-0.006542756210057939
bru1,9.819998799421916e-05,-0.0010805173803735853,0.0002830647692203565,0.0011611598358777326,-0.0013756078743382759
vir-1,-9.08178621089972e-05,-0.015627791488355365,0.011827452595094644,-0.02927382854951962,-0.010568803476429923
CG31769,0.00262644261228984,-0.004717857271543653,-0.011793256392804773,0.0034708846755963233,-0.0028215031007586596
Pax,0.0010878323485803336,-0.03029427368735505,0.02181084891314454,0.03468144691675423,-0.005111013865719353
IA-2,-0.0011047914108254055,-0.0023002568966645795,-0.00043727216431980277,-0.0032468543325125643,-0.0042601348667101885
CG31805,-0.0001841063770817826,-0.0009822024388012433,-0.00037204825313053735,0.0001452480661503008,-0.0002974419568372957
CG31816,-4.0434764343643655e-05,-3.9694691341845e-05,-0.0006742042772538652,0.01853938675818223,-0.0001328882473296173
CG31821,-0.005565602875565305,-0.020765567203644048,-0.0008640877456477789,0.007915449607034067,-0.0005614321562291785
NimB2,0.0002331595723438059,-0.007877833171599633,-0.005955938419356913,0.005917883676360243,-0.0041139572603039925
Fum4,0.00014562422818718897,-0.0006862204958198377,0.00014726141774868968,0.0002458763299838262,-0.00025183524177747657
CG31909,-7.539418048730233e-05,1.3422040853913293e-05,-0.003275907908666851,0.0008567650814066941,-0.0018472223184662318
CG31913,6.798303656456339e-05,-0.00012012543332844753,-0.00014952513275884292,0.00033153768822897394,-0.0004154790586401696
CG31921,6.225386908473437e-05,0.00015938852929200793,-0.00041818614829934565,9.952814123758757e-05,-0.0012670940386464297
bt,-0.0002893006602832939,-0.0012950801007894123,-0.003807115539560436,0.0035102543731046986,0.038512736701539776
Rbfox1,-0.00325543816745959,-0.024039246981529608,-0.0036539322232160454,-0.056654616455486466,-0.012069344673610892
CG32066,-0.012222427595234012,-0.060592105757144576,0.007137079908274336,-0.0025851138779435135,0.02414507311803796
Sr-CIV,0.04578467374048148,0.06271175799379804,-0.002902045747815995,0.012142055082227817,-0.00716130715256008
CG3213,0.00010664816046265934,0.00012452205691583252,-0.0009015560051496577,4.0397393008666294e-05,-0.0016071625559383042
stv,-0.007464065862423531,-0.027537729179412173,0.004036831914921596,0.02023424242336081,-0.0030720620121830744
saturn,2.354124853245066e-05,0.0005234217926364757,-0.0007411201179577739,0.00013877447708552965,-0.0007628017777033951
CG32147,-0.0020795185415211806,-0.021676489751632874,0.018728779217233957,-0.02817611400150452,-0.007862544080346028
CG32161,3.742133206205808e-05,-0.0014088479453572616,-0.00045631116924891294,0.00035872253159542134,-0.0002541633932769006
Rbp6,-0.00045588796666097374,-0.002072515291508915,0.0003379646827460419,0.0010036918325566561,-0.0031252469102416793
edin,0.00028055134531079654,-0.0029409090608290647,-0.0029247015407598094,0.00735383653003124,0.005278259954849158
Claspin,-0.006657154021107602,-0.026381208461650773,0.03301928631349062,0.023540455934170913,-0.004866740177235736
CG32264,0.0010844362926509849,-0.03170904942658427,-0.016282929342517013,0.019679041880678642,0.003503065022151174
CG32284,-0.0003540449192875787,0.00017098112311964643,-0.00037430248503164443,0.0013153329589619524,-0.004466693784079214
CG32299,7.138686613438483e-05,0.00027392835296976496,-0.0006663813433555,0.00010557355700858624,-0.0007461469926699654
S-Lap2,8.86103416719818e-05,0.00019771817410962553,-0.0005808838738615206,-0.007893295162090563,-0.001200708847774929
CG32369,-0.0037602940685615713,-0.023339175454689807,0.021572480725366314,-0.06197662767054371,0.047572037881402914
CG32373,-0.00023841451411749638,-0.0017427451003297638,-0.0007863407487757191,0.0017372149588382973,-0.00014290019091082906
CG32407,0.0018099757465236794,-0.00759671138453622,0.005448793828708835,0.006049405452670516,-0.0036124257275163265
QC,0.0017241041250719282,-0.015708955208787408,0.0006598866369716452,0.007977961615935896,-0.001269356241280804
CG32436,-0.0002765185756211385,-0.0009775852381107412,-0.000605253825189479,0.0014984253685050046,-0.0009946145589839112
Atox1,-0.005353410451172698,-0.033799998299472556,0.02079422384862036,-0.022862260198785882,0.03047221466539246
CG32450,2.330510207961691e-05,-0.00016908332939530728,-0.0005130321104029166,5.089083944024098e-05,-0.0002936030904727686
CG32459,-0.00030759813092007184,-0.001121921273986752,-0.0006288680767352171,0.00045783061108409104,-0.0004458312667954928
dysf,-0.00233527750651939,-0.0020739537639469794,-0.0024691143364166585,0.005522190201108966,-0.0030798856075642503
cpx,-0.0001286124485821499,-0.0007631171797494071,-0.0023890913102817446,0.004699972457668725,-0.01201933049915404
Cda4,-0.0006727749170746365,-0.001903534205367719,-0.00021920022546535362,0.00035996147129973107,1.665991187011371e-05
CG32512,0.00020928083107774214,0.3123328761995663,-0.0006017946067813752,0.026231923332729005,0.004114963966838705
bves,0.0012208589666527986,-0.011320212446400415,-0.006545814718010091,0.008807596892917413,-0.004899412004072583
parvin,-0.005899193786164806,0.05672433054318823,0.011533977458729434,-0.008085814099305415,-0.0018506371590804533
CG32568,-2.3241346755180094e-05,0.00024263066655998185,-8.245742511096143e-05,0.0004950371320116976,-0.0013210588848788726
CG32591,-0.00022808498416752895,-0.000918288436059254,-0.00043115408835410956,0.0007877240062450322,0.0007236743227582043
l(1)G0469,-0.0007794889845893356,-0.00501925943150408,-0.0015291477795854136,-0.003735678722626672,0.0350922781733876
CG32638,-0.001139524370043037,-0.013657860506579966,-0.004532224477394657,0.004733184858737128,0.05752258424579113
Eb1,0.019014346556236413,0.005169036093269117,0.016713112078429578,0.04007919268885009,-0.00861324388045444
CG32655,-0.00014087036320993283,-0.0006523824689637854,-0.0007997158237989478,0.0006134114946101573,0.00010154360130445045
Atg8a,0.005180407877397478,0.04960248905032499,-0.007079014913479717,-0.0035718739586393976,0.005276563151395151
CG32700,-0.00019303143229166191,-0.00026122339417297425,-0.0001493894022337073,0.0008250382068875871,-0.004790452859519005
Erk7,0.00014064857219471161,-0.000417953116538725,-0.00031977094820393874,0.0010058540676088296,-0.0010567653591855262
CG32816,-0.0012887262976663677,-0.006447955430592373,-0.0020205686137600896,0.0058736111927196666,-0.013527152272700195
CG32847,0.00011638962167102102,2.11161722913315e-06,-0.0009165759610859019,0.00020569611895478515,-1.1432221547857332e-05
sn,0.002031749301051376,-0.004169950917174512,0.011615288140140487,0.004353481638557034,-0.008884909809161541
CG32945,5.8895028359894e-05,-6.903780460208808e-05,-0.00020695013409867754,-4.344969612526517e-05,-0.00029733362579924206
nAChRalpha5,0.0034547695399708305,0.00032100306677067123,-8.828216971873689e-05,0.015716525566803457,-0.003941452427345031
Vinc,0.0006084803128534123,-0.021994523809192538,0.0265068487537309,-0.045272404400699726,-0.008240574463085933
CG33056,0.0019376528114905093,-0.016131460353056005,0.006171996472779025,0.011050451984217563,0.005499660860860846
CG33090,-0.0018976901066680403,0.13385092472432178,-0.001990065856838004,0.00744112823498245,-0.0018353962027740486
P5CDh2,0.00012962673606488977,-0.0006124358711823892,-0.000792065964045088,0.00010366546834957984,-0.0013217053505815938
